,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,ALAND,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
314,"Census Tract 18, Dallas County, Texas",5257,3613,416,2,88.5,1.45,2.22,21.1,18,-666666666,-666666666,0,1.9,46.6,3.7,86.1,16.5,11.6,2.3,68.5,4.9,9.7,10.1,26.8,0,3.5,2.8,14.8,11.6,103976,2,0,1.1,20.7,62744,79209,61274,88.3,88.3,6.8,0,0,0,4255,84.9,0,6.1,4255,48,113,1800,94.2,10.3,28.8,12.9,3613,4.8,3439,1.74,20.8,3.7,22.4,0,0,6.9,2225,1675,1.1,4.3,0,0.8,86.3,5257,75000,75,4483,high,0.01
315,"Census Tract 37, Dallas County, Texas",3326,1267,724,25.6,42.9,2.57,3.52,5,79,0,26.3,16.3,3.5,88.4,0,84.1,28.3,0,11.9,13.1,28.9,14.2,1,12.9,0,17.9,19.7,4.3,1,35981,38.3,3.6,36.9,0,20587,28056,25366,25.6,25.6,30.1,31.2,59.2,68.6,1583,80,0,0,1583,48,113,3700,2.7,0.5,0,0,1267,40.6,753,2.51,6.3,12.7,45.1,13,8.6,1.6,996,737,9.8,21.1,0,0,33,3326,163000,163,2484,high,0.05
316,"Census Tract 38, Dallas County, Texas",2289,874,592,32,32.3,2.62,3.24,3.9,169,30,0,18.8,3.2,96.8,0,91.2,18.4,0,8.4,18.4,25.1,12.9,1.5,4.5,0.3,17.7,6.6,10.4,0,38482,33.5,3,39.5,0,22225,29250,25217,26.6,26.6,28.6,24,0,46.3,1064,82.1,0,1.8,1064,48,113,3800,5.8,0.7,0.5,5.9,874,42.9,499,2.18,3.7,18.4,60.8,0,0,0,853,807,11.8,15.8,0,0,15.1,2289,125000,125,1820,high,0.05
317,"Census Tract 45, Dallas County, Texas",6567,1827,1360,10.9,25.6,3.59,4.12,7.5,44,0,12.4,21.9,1.5,94.8,0,69.7,68.4,2,3.1,20.7,20.3,7.6,8.7,12,0,8.7,8.7,16.9,2.2,70460,25.7,0.9,11.3,1.6,28942,36442,27192,41.5,41.5,33.5,19.6,0,24.4,2092,87.3,3,4.8,2092,48,113,4500,20.2,2.4,1.8,2.1,1827,58,767,3.5,2.2,23.2,17.2,22.3,17.4,1.4,1485,911,9.6,9,0,0.3,90,6567,199000,199,2895,high,0.03
318,"Census Tract 50, Dallas County, Texas",3727,1063,848,15.6,20.2,3.42,3.84,4.6,8,0,12.4,16.1,2.3,91.1,3.3,60.6,72.8,1.5,7.7,24.9,15.2,6.1,8.7,9.7,0,5.2,16.1,14.5,0.8,67183,30,3.3,17.6,1.1,26225,31699,32135,39,39,30.9,10.8,0,22,1182,89.9,0,5.9,1182,48,113,5000,11.7,0,0.8,3.6,1063,59.7,428,3.6,1.3,25,40.6,10.4,25.5,0,1079,938,3.5,13,0,0,87.5,3727,141000,141,2378,high,0.04
319,"Census Tract 69, Dallas County, Texas",4421,1300,871,22.8,33,3.39,4.31,5.2,47,0,0,15.9,2.2,88.3,1.8,67.1,77.6,1,10.7,10.5,24,8.4,4.8,8.2,0,15,24,8.5,0.4,51140,23.6,2.2,28.7,0.6,24756,27338,22193,26.7,26.7,39.4,33.4,0,64.1,1408,92.3,0,4.7,1408,48,113,6900,41.5,0,2.7,11.5,1300,27.8,938,3.09,7.7,23,19.6,18.2,28.2,0,1607,857,11.2,9.5,0.1,0,84,4421,159000,159,1621,high,0.04
320,"Census Tract 72.02, Dallas County, Texas",8285,2676,1610,14.6,39.8,3.1,3.82,12.9,45,0,0,17,0.5,64.4,7.3,40.6,91.1,0.3,6.3,5.4,30.9,8,0.8,11.7,0.2,1.6,23.6,0.8,0.2,41732,4.2,0,22.7,0.3,21974,29241,19132,16.4,16.4,57.5,31.2,0,70.6,3086,86.7,0,8.2,3086,48,113,7202,48.3,0,58.2,5.2,2676,4.2,2563,3.97,16.7,10.9,54,30.1,0,0,-666666666,782,8.7,2.7,0.5,0,93.4,8285,88000,88,4599,high,0.01
321,"Census Tract 77, Dallas County, Texas",5263,2803,1373,3.1,51,1.85,2.68,1.8,0,-666666666,-666666666,1.1,1.8,89.6,0,89.9,8,7.8,3.1,63.5,7.8,10.9,20,24.9,0.6,5.5,5.5,6.6,31.8,251710,39.6,0,0,49.7,89547,214107,64635,90.5,90.5,2.5,3.1,0,0,3232,86.7,5.6,8.1,3232,48,113,7700,42.2,3.7,8.8,0,2803,60.9,1097,2.1,3.9,36.2,0.9,1.7,10.7,32.9,3813,1975,4.2,37.5,0,0.6,96.9,5263,261000,261,1129,low,0.05
322,"Census Tract 78.04, Dallas County, Texas",6875,3141,1359,18.2,56.7,2.16,3.29,7.9,10,17.2,24.5,1.8,13.9,73.2,1.6,74.5,31.7,2.6,5.6,32.5,21.8,10.7,8.5,17,0,6.6,7.4,8.6,1.2,62116,12.7,0.6,8.4,1.5,31956,40586,41250,63.3,63.3,22.4,13.1,22.4,27.3,3393,92.6,4.5,5.4,3393,48,113,7804,48.6,5.8,16.9,2.9,3141,14.1,2697,3.44,10.6,12.6,63.5,0,0,16.2,1206,1143,6.3,9.2,0,0,31.3,6875,293000,293,2801,high,0.04
323,"Census Tract 78.15, Dallas County, Texas",5607,1930,1192,13.8,38.2,2.91,3.81,5.8,126,0,8.7,9.2,5.1,82.9,5.9,43.8,68.8,0.9,8,14.3,29.4,13.6,2.7,12.3,0.5,11.5,17.7,5,0,38677,7.5,1.3,28.2,0,21875,28856,22951,28.1,28.1,36.4,37.3,55.7,75.8,2285,84.5,12.4,11,2285,48,113,7815,25.9,1.8,9.2,7.2,1930,11.3,1711,2.11,11.2,11.5,23.3,7.3,0,0,1074,808,13.5,3.9,0.8,0.6,37.5,5607,127000,127,3176,high,0.02
324,"Census Tract 79.02, Dallas County, Texas",5206,2609,1229,7.1,52.9,1.96,2.7,8.1,87,0,25,1.3,6.2,85.4,0,95,6.1,15.2,1.6,67.7,9.8,9.5,13.3,23.4,0.4,1.3,9.7,7.1,14.5,122388,33.5,0,2,22.6,68125,79830,72598,79.5,79.5,7.2,5.9,26,49.7,3052,85.5,3.4,9.4,3052,48,113,7902,16.8,2,4.8,3.7,2609,63.8,944,2.09,6.7,23.3,2.9,7.7,8.8,8,2027,1494,6.9,24.5,0,1,92.9,5206,300000,300,1678,high,0.06
325,"Census Tract 204, Dallas County, Texas",7886,3212,1091,6,66,1.74,2.4,15.3,41,0,100,6.7,6.7,47,1.6,85.3,19.6,6.4,2.5,57.5,9.5,5.9,7.4,21.8,0.4,5.2,3.5,13.8,3.5,82334,3.3,0,3.9,5.7,42207,58646,53600,55.3,55.3,24.1,7.6,0,32.6,3795,84.6,0,8.7,3795,48,113,20400,83.1,16.8,13.8,25.8,3212,13.3,2785,1.84,18.5,6.6,12.2,0,4.7,35.8,2571,1462,3.2,6.4,0.2,0,64.9,7886,676000,676,18753,high,0.09
326,"Census Tract 203, Dallas County, Texas",2245,1149,387,15.4,66.3,1.87,3.08,8.9,48,12.7,0,15,7,84.8,0.5,96.1,9.3,2.2,3.5,20,30,12.1,6.6,15.1,0,25.7,14.6,4.8,0,49219,31.9,3.2,44.6,0,26737,31455,31744,30.4,30.4,21.5,18.9,31.7,47.9,1463,78.5,0,13.8,1463,48,113,20300,31.9,1.2,7.9,23.1,1149,20.5,913,2.79,10.4,14.2,31.8,24.6,13.6,0,1194,706,4.7,19.2,0,0,22.7,2245,372000,372,6153,high,0.17
327,"Census Tract 205, Dallas County, Texas",5305,1894,1140,37.9,39.8,2.67,3.73,0.9,70,7.8,28.2,19.3,4,81,0.8,82.7,39.9,0,11.1,21.8,24.1,15.4,4.9,8,0,42.5,14.5,7.5,0,37842,31.8,4,49.6,0,14313,37191,35341,21.4,21.4,25.9,49.5,37.7,70.6,1975,95.9,0,2.1,1975,48,113,20500,33.3,3.5,16.9,7.1,1894,20.2,1512,3.39,5,28.5,23,35.9,25.7,0,1024,297,6.2,13.5,0.1,0,32,5305,543000,543,3357,high,0.1
328,"Census Tract 206, Dallas County, Texas",2235,863,706,1.9,18.2,2.59,2.83,3.5,0,0,11.1,0.8,1.2,95.8,1.9,93.6,10.3,10.1,1.4,72.7,7.1,4.5,24.6,22.9,0.8,1.4,3,2.5,58.6,444025,29.7,0,0,63.5,106354,203571,117273,90.4,90.4,3.5,0.6,0,0,956,90.3,2,0,956,48,113,20600,0,4.6,0,0.4,863,95.1,42,2.62,2.5,44.8,1.3,0.9,1.6,16,4001,-666666666,2.2,29.5,0.7,0.8,91.1,2235,526000,526,442,low,0.24
330,"Census Tract 9801, Dallas County, Texas",20,5,5,0,0,4,4,0,-666666666,-666666666,-666666666,44.4,0,100,0,55,45,0,0,0,0,0,0,0,0,0,0,0,0,-999999999,0,0,0,0,-666666666,-666666666,-666666666,100,100,0,0,-666666666,-666666666,5,100,-666666666,0,5,48,113,980100,0,0,0,0,5,0,5,-666666666,0,0,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,20,549000,549,2477,high,27.45
331,"Census Tract 165.02, Dallas County, Texas",6920,2310,1876,27.1,18.8,2.99,3.39,1.5,75,0,49.8,9.5,4.5,79.6,1.3,86.7,41.6,3.3,7.4,21.6,29.9,12.9,5.3,8.1,0,6.8,14.8,17.8,5.1,59472,21.2,1.2,16.8,6.3,26086,35924,43045,52.9,52.9,15,26.8,61.4,60.4,2407,96,0,3.9,2407,48,113,16502,3.2,0,0,1.6,2310,48.5,1189,3.23,2.2,17.3,29.9,32.7,19.3,0,1021,979,11.5,11.3,0,0.2,63.5,6920,517000,517,12,low,0.07
332,"Census Tract 165.18, Dallas County, Texas",4908,1641,1270,30.2,22.6,2.93,3.37,3.5,62,0,0,13,6.5,92.6,0.2,86.8,41,4.9,7.5,34.4,18.5,9.5,9.7,6.7,0,3.4,17.4,12.1,1.2,57135,29.9,0.5,17.3,1.5,31122,36913,35741,59.6,59.6,15.4,12.5,0,22.2,1809,90.7,0,6.8,1809,48,113,16518,3.4,0,0.2,2.2,1641,58.8,676,2.94,1.8,20.4,26.2,53.8,11.6,0,1301,1056,7.4,19.2,0,0,61,4908,253000,253,13,low,0.05
333,"Census Tract 166.06, Dallas County, Texas",7316,2953,1732,27.4,41.3,2.39,3.14,5.5,48,0,11.4,6.2,7.5,86,0,93.4,16.3,1.5,8,37.6,17.5,7.6,13.4,10.3,0.3,5,5.5,17.5,1.8,60734,18.2,1.3,9.4,2.2,39228,49569,45605,67.4,67.4,8.6,11.4,19.5,28.6,3159,93.5,3.1,8.1,3159,48,113,16606,5.5,5.5,1.3,0.5,2953,50.4,1465,2.51,4.6,26.4,31.3,33.5,11.6,0.8,1241,1257,6.4,16,2.9,0,31.1,7316,818000,818,38,low,0.11
334,"Census Tract 166.12, Dallas County, Texas",14373,4247,3633,15.6,14.5,3.38,3.63,4,0,0,5.3,8.1,6.7,92.6,0,93.2,16.6,0.8,4.8,42.2,10.5,10.4,10.7,5.8,0,1.9,3.9,18,3.1,95546,18.4,1.1,7.4,3,42423,49154,53643,79.8,79.8,7.8,6.9,18.9,17.9,4247,100,0,0,4247,48,113,16612,0,3.6,0.3,0.3,4247,87.2,544,3.23,3.5,50.2,8.8,17.5,31.1,0.6,1787,1969,7,13.3,0.5,0,26.6,14373,1287000,1287,10,low,0.09
335,"Census Tract 166.17, Dallas County, Texas",4145,1533,1138,12.3,25.8,2.7,3.15,3.9,45,31.5,6.5,3.1,9.3,90.7,0,93.9,12.7,1.6,3.4,54.3,10.1,6.1,10.3,13.5,0,0.5,5.5,14.7,11.9,114296,36.3,0,2.2,15.2,53625,79057,52241,79.1,79.1,10.3,1.3,0,0,1615,94.9,0,0,1615,48,113,16617,0.6,0.6,0.5,1.1,1533,84.6,236,2.71,0,38.2,0.8,3.9,18.8,3.8,2357,1222,2.5,25.8,0.2,0.3,24.4,4145,604000,604,9,low,0.15
336,"Census Tract 4.06, Dallas County, Texas",8757,3199,1705,6.6,46.7,2.74,3.64,12,26,0,28.8,11,3.8,80.4,1.7,57,74.2,2.2,4.1,32.8,23.1,6.1,4.9,15.2,0,13,7.5,16.5,1.6,66479,18.6,0,5.3,3,28963,39324,32475,53.9,53.9,29.8,7.2,0,0,3358,95.3,0,2.3,3358,48,113,406,45.8,9.4,18.9,8.9,3199,30.2,2234,4.12,10.4,11.3,20.4,46.1,18.8,0,1393,1308,3.2,13.6,0.3,0.4,86.9,8757,603000,603,4796,high,0.07
337,"Census Tract 6.05, Dallas County, Texas",2548,1755,421,2.7,76,1.45,2.24,10.6,0,0,0,1,3.7,80.3,0.3,80,21.3,10.2,4.1,73,4.6,6.1,19,19.8,0,2.8,2.8,16.4,16.1,127918,19.9,0.5,0.6,34,71989,93533,80855,87.2,87.2,4.7,2.4,0,0,1976,88.8,0,7,1976,48,113,605,71.5,3.5,17.2,6.7,1755,52.2,839,1.41,5.8,23.4,2.4,2.2,20.1,11.4,1958,1582,1.8,20.6,0,0.4,82.8,2548,53000,53,1705,high,0.02
338,"Census Tract 6.06, Dallas County, Texas",2946,1953,585,0.7,70,1.51,2.14,11,0,-666666666,-666666666,1.8,4.3,79.2,0,89.3,11.9,7.3,0,70.6,1.8,9.8,11.2,24.3,0.7,2.1,7.5,7.7,27.4,214024,36.9,0.8,0,45.1,72429,97292,84444,86.8,86.8,2.3,0,0,-666666666,2353,83,5.5,0,2353,48,113,606,52.1,0.6,5.3,0,1953,73.5,517,1.49,6.1,23.8,0,11.6,11.7,23.5,2777,1363,0.5,38,0,0.4,91.9,2946,105000,105,1099,low,0.04
339,"Census Tract 17.03, Dallas County, Texas",3722,2283,672,0.3,70.6,1.63,2.29,15.4,0,-666666666,-666666666,0.6,0.4,64.9,0.4,86,14.6,10.9,0.5,71.7,2.4,7.2,18.8,26.5,0,3.4,2.4,17.3,19.8,145624,4.2,0,0.9,31,72803,95343,72801,92.7,92.7,0.7,5.4,0,-666666666,2552,89.5,8.5,5,2552,48,113,1703,71.2,1.9,27.3,4.7,2283,25.4,1702,1.77,10.9,8.7,0,0,2.1,33.7,2748,1687,1.7,5.1,0,1.2,87.4,3722,67000,67,2307,high,0.02
340,"Census Tract 17.04, Dallas County, Texas",1553,1086,286,3.4,73.7,1.43,2.03,11.1,0,-666666666,-666666666,0,1.7,64.3,3.2,90.7,12.4,21,4.5,80.9,5.9,6.7,22.1,27.2,0,3.4,0.9,24.1,24.5,151614,9,0,0,57,82125,97286,73409,94.8,94.8,3.6,0,0,0,1247,87.1,0,9.9,1247,48,113,1704,83.8,5.1,21.7,3.1,1086,26.3,800,1.72,15.6,9,0,0,3.8,33.9,3038,1821,0.8,12.4,0,0,89.7,1553,32000,32,1733,high,0.02
341,"Census Tract 64.01, Dallas County, Texas",2593,708,574,27.1,18.9,3.66,4.12,3.7,31,0,0,17.7,1.3,98.3,0.3,65.2,82.4,0.6,5.1,13.2,27.2,9.4,4.2,12,0,7.3,16.1,15.5,0,58274,19.4,3.1,15.8,0,24943,31250,25890,46.4,46.4,23.9,22.8,12.5,38.1,719,98.5,0.6,0,719,48,113,6401,1,0,0,1.1,708,71,205,3.74,1.8,19.6,67.6,20.9,4,0,1074,933,6.2,10.2,0,0,88.3,2593,78000,78,619,low,0.03
342,"Census Tract 64.02, Dallas County, Texas",5615,1497,1182,11.8,21,3.75,4.26,4.8,14,11.2,3.5,16.8,3.6,93.6,2.5,55.7,84.4,1.2,4.7,8,20.5,13,3.8,8.2,0.8,3.4,16,9.8,3.8,59602,24.8,1.3,19.2,3.9,24492,27585,27303,33.9,33.9,33.9,23.9,41.2,22.8,1516,98.7,0,0,1516,48,113,6402,17,5.1,0.7,3,1497,53,704,3.5,7.5,19,63.4,24.2,4.4,0,967,753,10.6,12.7,0,0,87.7,5615,134000,134,1722,high,0.02
343,"Census Tract 78.20, Dallas County, Texas",6314,2319,1338,13.5,42.3,2.72,3.58,8.5,12,16.8,26.3,18.3,4.9,67.3,5.7,57.4,62.8,0.4,6.1,14.7,30,11.2,6.3,18,0,12.5,19.4,4.2,0,39489,13.4,2.2,33.7,0,21622,30329,23231,24.4,24.4,35.7,31.3,29.3,56.1,2693,86.1,0,10.5,2693,48,113,7820,36.1,0,19.6,4.8,2319,5.1,2201,1.42,10.6,15.4,66.9,23.7,9.3,0,-666666666,735,10.8,5.6,0.6,0,50.8,6314,60000,60,1439,high,0.01
344,"Census Tract 78.21, Dallas County, Texas",4024,1567,841,15.4,46.3,2.57,3.55,7.8,23,34.7,0,14.9,4.5,67.7,7,59.7,62.8,2.1,7.8,16.1,28.4,14.9,5.5,9.4,0,6.1,26.2,5.4,0,39050,8.7,3.4,22,0,22532,30130,28403,25.6,25.6,40.8,25.7,36.8,52.6,1892,82.8,0,9.9,1892,48,113,7821,15.9,0,17.1,3.3,1567,4.6,1495,1.72,17.3,14.3,19.4,0,29.2,0,1096,832,9.5,4.9,1.5,4.4,52.8,4024,130000,130,1987,high,0.03
345,"Census Tract 78.22, Dallas County, Texas",1399,841,227,4.6,73,1.61,2.82,7.5,45,-666666666,-666666666,2.3,4.3,71,0.3,81.2,25.4,7.6,4.3,50.6,18.7,9.6,3.5,18.9,0,8.4,4.4,13.9,12.8,85668,17.6,1.1,3.9,11,42625,60924,48295,64.5,64.5,21.3,7,20.8,33.3,963,87.3,-666666666,9.8,963,48,113,7822,64.9,2.5,17.3,3.6,841,0,841,-666666666,19.5,5,-666666666,-666666666,-666666666,-666666666,-666666666,1536,4.5,19.5,0,0,79.6,1399,153000,153,3382,high,0.11
346,"Census Tract 78.23, Dallas County, Texas",1352,367,218,22.1,40.6,2.81,3.36,14.5,0,0,0,9,5.4,73.1,0.3,60,62.8,1.7,4.4,11.2,34,10.6,5.7,16.8,0,7.1,10.9,7.6,0,41309,12,1.4,24.8,0,21310,25909,36050,25.1,25.1,45,26.6,39.6,61.3,450,81.6,0,15.9,450,48,113,7823,24.7,0,15.8,1.3,367,5.4,347,1.95,12.3,27,50,50,0,0,750,819,8.1,25.1,0,0,80.1,1352,160000,160,1817,high,0.12
347,"Census Tract 78.24, Dallas County, Texas",1852,727,593,6.1,18.4,2.55,2.84,1.8,0,0,65.2,0.4,5.2,94.1,0.3,91.7,6,9.2,4.7,73.5,4.5,3.4,15.5,27.9,0,0,3.9,12.4,30.1,192444,29.7,0.6,0,36.9,72656,131354,64879,89.4,89.4,4.4,1.7,0,0,727,100,0,0,727,48,113,7824,0,4.1,0,3,727,98.8,9,2.55,1.8,27.6,1.4,0.7,4.2,24.4,2633,-666666666,8,25.9,0.8,0.4,94.8,1852,116000,116,718,low,0.06
348,"Census Tract 78.25, Dallas County, Texas",5724,2363,1539,18.9,34.9,2.42,2.89,7.9,0,74.1,0,6.3,0.7,77.6,0.7,73.3,38,5.7,6.4,40.2,16.1,12,8.1,13.7,0.5,4.8,8.4,7,12.4,88481,22.9,2.2,15.8,19,31544,41789,35417,54.6,54.6,25.4,9.3,22.7,37.3,2644,89.4,2.5,10.3,2644,48,113,7825,16,1.4,5.7,0,2363,40.1,1415,2.35,9.4,21.9,2.1,9.1,1.4,24.1,2556,902,10.5,16.8,0,0,61.1,5724,178000,178,1458,high,0.03
349,"Census Tract 78.26, Dallas County, Texas",987,548,175,6,68.1,1.8,3.1,7.2,230,-666666666,-666666666,2.7,16.1,43.3,1,79.9,25.7,6.4,1.6,56.4,13.3,4.1,13.2,24.5,0,3.1,6.6,7.5,5.7,77774,5.3,0,1.6,17.7,44868,52292,51875,82.9,82.9,7.6,5.1,0,0,633,86.6,0,14.5,633,48,113,7826,52,35.1,25.1,10.1,548,8.2,503,1.58,22.3,8.9,82.2,2.2,15.6,0,843,1161,7.5,4.3,0,0,62.4,987,59000,59,412,low,0.06
350,"Census Tract 78.27, Dallas County, Texas",3336,1412,725,21.7,48.7,2.36,3.42,5.2,23,0,0,8,12.9,66.7,0,82.6,27,2.7,6.6,27.4,23.4,14,10.3,22.7,0,5.7,20,6.5,0,42540,10.6,0.5,12.8,0,27059,33594,30875,56.5,56.5,19.7,15.4,13.4,22.9,1649,85.6,8,12,1649,48,113,7827,34.6,3.1,13,0.4,1412,10.6,1262,1.29,16.9,21.3,37.3,24,18,0,1099,1018,11,7.3,2.2,0,44.1,3336,51000,51,1274,high,0.02
351,"Census Tract 79.09, Dallas County, Texas",2329,1473,291,3,80.2,1.58,2.39,19.4,0,-666666666,-666666666,0.9,2.8,58.4,12.7,57.8,50.4,5.3,4.9,74.2,5.9,7.4,7.7,21.6,0,8.2,9.5,11.4,3,68445,8.9,0,1.5,0,43413,62146,49432,87.9,87.9,9.7,10,23.2,0,1569,93.9,0,2.3,1569,48,113,7909,15.2,1.1,13.3,1.8,1473,0.6,1464,-666666666,12.2,6.9,0,100,0,0,-666666666,1081,5.1,6.7,0,2.3,56,2329,49000,49,1424,high,0.02
352,"Census Tract 79.10, Dallas County, Texas",2894,1826,384,1.3,79,1.58,2.66,14.9,19,-666666666,-666666666,0.6,2.3,58.6,6.3,63.2,37,10.6,3,69.6,7,11.6,8,12.7,0,7.1,7.7,16.3,3.1,58704,5.3,0.8,2.7,4.2,45539,55417,46570,82.4,82.4,11.5,16.9,65.8,-666666666,2253,81,0,11.2,2253,48,113,7910,27.9,0,25.8,2.8,1826,1.3,1803,3.74,11.3,9.6,0,0,0,100,-666666666,1100,5,3.9,0,4.9,75.4,2894,49000,49,702,low,0.02
353,"Census Tract 79.11, Dallas County, Texas",2819,1777,437,5.2,75.4,1.59,2.59,12.2,0,-666666666,-666666666,0,5,63.4,3.3,74.5,31.1,7,3.6,73.8,1.3,11,12.8,21.9,0,8.5,3.9,19.2,3.5,80745,7.4,2.6,4.3,7.1,53347,70169,57228,89.7,89.7,6.6,5.7,15.7,71.4,2092,84.9,0,1.5,2092,48,113,7911,35.3,3.3,25.3,7,1777,1.6,1748,1.52,10.3,5,0,0,0,0,-666666666,1369,3.9,7.3,0.7,0.5,72.1,2819,42000,42,315,low,0.01
354,"Census Tract 149.02, Dallas County, Texas",2606,783,603,16.6,23,3.33,3.56,10.8,0,0,19,17.1,7,85.8,2.1,66,63.9,4,4.2,16.9,13.4,8,10.5,10.1,0,3.2,10.1,19.4,0,59233,23.1,11.1,22.7,0,26704,31307,27917,40.8,40.8,28.7,9.5,0,44.3,861,90.9,1.7,3.7,861,48,113,14902,14.9,3,4.8,0.7,783,37.3,491,3.09,7.7,19.2,21.9,40.4,21.6,0,1435,764,6.1,9.2,0,0,52.6,2606,178000,178,1,low,0.07
355,"Census Tract 166.19, Dallas County, Texas",3794,1447,913,32.6,36.9,2.62,3.37,4.6,20,9.2,0,4.7,9.1,80,0,94,18.6,1.7,3.4,28.7,21.3,14.1,10.2,10.3,0,2.6,12.5,11.8,0,49306,29.2,1.5,25.9,0,29475,36429,39042,55.4,55.4,11.1,8.3,0,18.9,1607,90,0,9.1,1607,48,113,16619,17,1.4,5.9,0.6,1447,33.2,966,2.98,5.4,16.9,23.5,24.1,42.2,0,1297,987,3,17.2,0.1,0.3,27.7,3794,237000,237,1,low,0.06
356,"Census Tract 137.19, Dallas County, Texas",4577,1627,1253,14.1,23,2.81,3.2,4.1,0,0,0,7,4.8,86.1,0,57.7,50.5,4.8,2.5,36.5,12.8,19.5,6.3,11.4,0,2.8,10.1,20.5,7.1,94948,24.5,2.8,8.1,7.9,43625,57273,58387,66.7,66.7,14.5,8.8,0,25,1668,97.5,0,0,1668,48,113,13719,6.8,1.8,0,0.7,1627,51.6,787,2.86,6.7,21.2,1.2,1.2,30.4,0,1907,1157,7.2,21.2,0.5,0.5,43.2,4577,462000,462,2,low,0.1
357,"Census Tract 142.03, Dallas County, Texas",3327,1164,872,11.4,25.1,2.85,3.26,5.7,4,0,0,4.7,7.5,90.8,1.1,70.4,51.7,12.4,5.4,30.8,23.6,6.9,7.8,12,0.5,3.4,7.5,9.4,10.5,103807,20.2,2.1,4.3,8.7,32864,42000,38750,61.8,61.8,18.2,5.5,0,7.3,1202,96.8,0,0,1202,48,113,14203,8.2,1,1.4,0,1164,68.3,369,2.86,1.7,36.9,19.6,23.4,18.7,3.1,1545,982,6.2,13.9,2.6,0.8,74.5,3327,165000,165,1,low,0.05
358,"Census Tract 172.01, Dallas County, Texas",5636,1497,1143,16.4,23.6,3.76,4.25,7.6,57,0,5.9,29.2,8.7,83.1,0.7,62.8,62.8,2.9,7,12.3,18.1,10.3,3.9,11.1,0.4,4.4,15.8,8.6,0.6,51096,19.2,1.4,31.5,0.8,22481,31807,29180,29.7,29.7,33.2,19.8,15.2,26.3,1786,83.8,5.1,18.9,1786,48,113,17201,1.3,0,0,0,1497,46,808,3.96,6.8,22.8,50.7,16.3,9.4,0,1253,914,11.6,9,0,0,75,5636,583000,583,2,low,0.1
359,"Census Tract 20, Dallas County, Texas",6286,2809,1256,10.9,55.3,2.23,3.22,10.7,40,0,0,13.5,2.9,75.3,1.8,73,57.2,2.1,10.3,34.8,12.4,10.2,9.4,10.2,0,7.9,11,14.1,4.7,65659,12.2,0,16.7,6.3,39931,48958,40057,48.7,48.7,25.5,20.3,21.1,36.2,3189,88.1,0,5.2,3189,48,113,2000,43.2,3.8,11.7,15.1,2809,12.6,2456,3.47,13.7,16.1,24.6,0,25.5,15.3,2206,976,7.6,7.5,1.3,0.5,79.1,6286,239000,239,3798,high,0.04
