,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,ALAND,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
270,"Census Tract 19, Dallas County, Texas",6566,4083,1122,2.4,72.5,1.61,2.3,15.6,32,-666666666,-666666666,0,2.3,61.9,0.5,88,13.9,12.9,1.4,76.1,4.3,6.9,22.4,27.8,0,3.7,2.6,15.5,22.4,150727,5.5,0,2.6,35.7,72834,91625,67111,93.5,93.5,3.1,11.1,47.9,100,4811,84.9,16.9,6.4,4811,48,113,1900,88.6,17.6,20.7,8.7,4083,16.7,3401,1.7,21,7.9,0,0,7.8,27.7,3008,1888,4.2,11.7,0.8,0.6,85.2,6566,118000,118,4528,high,0.02
271,"Census Tract 43, Dallas County, Texas",2698,1117,630,14.7,43.6,2.41,3.23,6.5,0,0,27.8,8.4,4.9,78.6,0,77.6,46.9,1.8,3.2,39.9,12.9,7.8,10.9,7.3,1.1,3.3,6.6,15.8,4.6,71383,16.2,0.6,6.7,8.1,34071,42089,32352,65.5,65.5,16.5,14.8,0,29.9,1272,87.8,0,2,1272,48,113,4300,46.9,46.9,14.8,4.6,1117,35.7,718,3.29,32.8,16.7,27.1,18.3,1.8,0,2150,1371,5.9,12.2,1.1,0.7,71.2,2698,460000,460,4097,high,0.17
272,"Census Tract 60.02, Dallas County, Texas",5908,1957,1223,24.1,37.5,2.66,3.28,8.9,29,13.7,13,10.1,3.3,69.2,1.1,78.1,34.6,1.8,15.2,24.9,22.1,11.7,5.6,12.3,0,14,18,3.5,0,38137,15.8,2.8,28.6,0,19054,28512,25913,42.2,42.2,26.4,29.1,49.7,36.4,2298,85.2,14,8.2,2298,48,113,6002,19.8,0,3,2.6,1957,7.5,1810,1.86,9.4,12,27.9,36.1,29.3,0,1198,790,10.1,7.8,0.7,0,35.3,5908,234000,234,3309,high,0.04
273,"Census Tract 188.02, Dallas County, Texas",1483,506,290,17.6,42.7,2.87,3.84,8.5,64,0,0,10.4,4.8,74.4,1,76.7,47.1,3.8,5.5,29.4,28.3,9.6,2.8,12.7,0,2.4,12.1,8.9,1.4,52553,22.3,1.4,12.3,1,25457,38571,30392,49.4,49.4,28.3,15.9,0,24.7,562,90,2.7,6,562,48,113,18802,39,13,14.4,8,506,21.5,397,4.98,8.1,25.1,32.1,15.6,41.3,0,1238,1088,7.6,10.5,0.3,0,76.3,1483,172000,172,16,low,0.12
274,"Census Tract 190.28, Dallas County, Texas",3498,1177,964,21.8,18.1,2.97,3.3,3,0,5.8,0,12.8,6.8,86.5,1.7,67.2,49,4.5,5.3,27.3,19.5,11.3,11.2,22.3,0,5.8,3.8,18.6,2.7,68736,35.4,0,20.7,3.3,28179,41222,32143,59.6,59.6,13.4,11.6,35.7,44.7,1257,93.6,0,11.2,1257,48,113,19028,4.1,0,3.7,0.6,1177,64.1,422,3.01,4.3,34.3,11,49.1,28.1,0,1302,1327,6.6,19.8,0,0.6,59.5,3498,143000,143,1,low,0.04
275,"Census Tract 181.32, Dallas County, Texas",4983,1714,1252,16,27,2.9,3.31,7.3,25,0,20.7,5,7.4,86.1,0,83.1,23.6,11.9,8.6,39,13.1,9.8,7.5,7.2,0.4,1.2,3.4,22.7,5.3,80085,31.9,0.6,8.6,2.9,40357,50949,42635,70.4,70.4,15.7,0.4,0,0,1784,96.1,2.3,0,1784,48,113,18132,1,0.5,2.3,0.4,1714,77.4,388,2.97,4,30.1,7.6,40.3,32,0,1509,1101,5.2,15.8,1.3,0.3,67.3,4983,407000,407,3,low,0.08
276,"Census Tract 185.01, Dallas County, Texas",4316,1190,969,20.7,18.6,3.62,4.13,2.1,0,0.8,0,10.6,5.2,82.7,0.4,68.3,59.2,3.6,7,20.7,15.1,9.6,10.1,14,0,3.2,10.3,6.7,1.1,56443,24.8,2.4,9.6,0.6,25470,37404,31000,48.8,48.8,21.9,20.3,0,38,1239,96,0,7.5,1239,48,113,18501,0,0,0,0,1190,72.9,322,3.41,5.3,30.1,39.3,29.1,28,0,1252,1253,8.1,11,0.9,0,64.9,4316,891000,891,84,low,0.21
277,"Census Tract 190.26, Dallas County, Texas",5807,1916,1339,15.8,30.1,2.97,3.5,7.5,223,0,48.3,8.6,9.1,94,2.2,77.8,31.7,7,5.2,35.9,14.6,14.6,7.7,10.3,0,1.9,4.2,11.7,0.6,70982,42.8,0,7.4,0.9,27490,43603,32094,66.1,66.1,13.6,11.7,0,31.3,1997,95.9,1.1,0,1997,48,113,19026,11,0.7,1,1,1916,76.4,453,3.01,2.7,26,13.2,23.6,33.6,0,1546,1141,7.3,24.7,0,0.8,63.3,5807,272000,272,4,low,0.05
278,"Census Tract 2.01, Dallas County, Texas",2987,1407,775,3.1,44.9,2.12,2.92,3.2,0,0,0,0.9,3.1,86,0,93.1,10.6,10.6,0.5,74.5,5.5,6.9,16.9,18.9,0,3.2,3.6,10.9,38.7,206393,12.8,0,1.6,54.3,91979,129779,88750,90.3,90.3,5.4,0,0,0,1506,93.4,0,0,1506,48,113,201,4.3,3.7,0.8,0.5,1407,81,267,2.15,4.1,28.7,0.8,1.3,2.2,27.5,2745,1361,9.1,11.8,0,1.2,97.7,2987,176000,176,952,low,0.06
279,"Census Tract 12.03, Dallas County, Texas",1433,520,352,9.4,32.3,2.76,3.31,7,0,0,91.7,8.8,4.9,90.1,0,73.8,47.3,3.8,5,38.3,22.4,7.9,2.9,23.2,0,6.5,4.6,12.3,10,105880,24.8,0,9.6,14.8,40495,41510,50104,63,63,14.1,11.4,0,35,569,91.4,3.8,0,569,48,113,1203,0,4.6,1.2,3,520,86.9,68,2.68,4.4,32.1,10.4,16.8,4.2,13.9,1981,895,7.8,14.2,0,0,91.6,1433,47000,47,322,low,0.03
280,"Census Tract 15.02, Dallas County, Texas",3577,1356,687,10.5,49.3,2.6,3.67,9.6,53,0,16.8,15.9,5.3,78.4,0,62.1,67.7,3.9,3.5,20.3,24.6,11.5,5.1,9,0.6,8.3,15.2,12.6,3.4,54788,17.8,2.6,19.7,3.8,25398,31636,26141,30.7,30.7,32.7,19.8,15.7,64.8,1547,87.7,0,6.1,1547,48,113,1502,10.7,0.4,6.1,13.3,1356,13.1,1178,2.8,9.7,13.9,0,40.4,30.3,11.2,1656,774,4.7,8.6,0,0,80.9,3577,104000,104,2967,high,0.03
281,"Census Tract 22, Dallas County, Texas",2309,1493,177,1.5,88.1,1.39,2.2,17.6,21,-666666666,-666666666,4,4.1,59.6,0.4,88.3,15.7,9.1,6.2,61.5,12,9.5,10.9,15.1,0,13.5,7.2,15.9,1.9,71427,24.4,0.7,12.5,0,42815,67813,56167,78.3,78.3,8.4,18.6,54.3,47.8,1670,89.4,0,4.6,1670,48,113,2200,76.4,12.5,21.6,10.7,1493,21.8,1168,1.43,16.6,12.7,4.3,11.1,10.8,13.8,1852,1254,2.3,17.5,0,3.3,75.7,2309,165000,165,3226,high,0.07
282,"Census Tract 24, Dallas County, Texas",2797,912,592,10.6,35.1,3.05,3.69,9.8,35,9,4.5,19.6,4.3,89.9,0,59.7,76.1,2.1,5.6,19.8,25.6,11.4,7,12.9,0,5.9,19.8,12.7,3.3,58860,35.3,1.3,28.3,3.7,27729,35096,25625,40.4,40.4,33.5,21.3,53.1,79.3,1158,78.8,3.5,6.1,1158,48,113,2400,3.5,0.7,9.4,1.3,912,61,356,2.95,4.3,25.1,27,31.8,16.9,1.6,1359,1093,5.6,15.8,0,0,90.1,2797,125000,125,1970,high,0.04
283,"Census Tract 31.01, Dallas County, Texas",3589,2444,483,3.4,80.2,1.45,2.33,13.2,0,-666666666,-666666666,0,6.5,52.2,0,84.2,17.9,11.3,5.8,65.8,11.2,9.3,11.8,33.9,1.2,7.3,3.6,8.5,10.4,124357,5,0.4,4.2,23,60862,67325,63092,85,85,10.9,9.5,21.3,73,3047,80.2,0,11.5,3047,48,113,3101,99.2,3.1,23.4,27,2444,14.3,2095,1.67,14.7,8,0,4.9,20.6,5.2,2263,1457,3.5,3.2,1,0.8,72.1,3589,93000,93,9449,high,0.03
284,"Census Tract 34, Dallas County, Texas",1258,515,207,21.4,59.8,2.33,3.69,10.6,37,31.6,39.5,16.3,3.2,81.6,0,91,19.8,3.7,13.5,29.3,30.1,9.5,3.5,24.3,0,19.2,9.7,6,0,40809,33,3.5,41.2,0,25473,27123,28750,26.5,26.5,24.7,12.1,100,0,631,81.6,0,9.4,631,48,113,3400,34.2,0,5.1,21.4,515,16.9,428,3.82,7.2,18.1,29.9,14.9,32.2,0,937,768,5.9,15.5,0,0,27.5,1258,225000,225,2698,high,0.18
285,"Census Tract 39.01, Dallas County, Texas",2199,751,487,41.7,35.2,2.93,3.67,6.7,0,32.5,0,22.4,3.1,88.6,1.1,95.8,12.8,1.1,8.4,24.9,31.6,14.1,5.9,16.3,0,22,26.2,11.7,0,33701,19,3.7,40.3,0,21130,24265,28810,26.3,26.3,24.7,46.4,33.3,56.9,869,86.4,0,8.5,869,48,113,3901,2.9,1.8,0,2,751,25.8,557,2.16,6.4,16.6,25.3,11.3,7.7,0,821,892,10.3,11.2,0,0,9.4,2199,121000,121,1931,high,0.06
286,"Census Tract 53, Dallas County, Texas",7362,2186,1665,19.2,23.8,3.37,3.9,4.8,22,11.2,11.8,18,5.2,93.7,0,65.5,78.5,2.5,9.6,16.4,18.7,11.3,7.1,9.4,0,5.7,15.7,12.6,1.5,56141,25.9,0.3,11.8,2,25711,32519,26526,48.9,48.9,19.4,19.8,8.2,65.3,2228,98.1,0,3.1,2228,48,113,5300,1.3,0,0.8,3.3,2186,69.5,666,3.08,6.1,26.6,49.3,24.3,11.3,0.4,1164,969,6.3,11.5,0,0.2,90.5,7362,210000,210,1871,high,0.03
287,"Census Tract 54, Dallas County, Texas",6239,1725,1272,21.3,26.3,3.61,4.42,2.3,77,0,8.5,17.8,2.7,94.9,0,73.6,66.3,1,9.1,15.7,21.9,16.1,9,7.4,0,10.6,8.8,12.8,4.3,76633,29.3,3,28.3,5.8,28011,35148,36736,26.7,26.7,35,18.3,26.8,55.2,1893,91.1,0,10.6,1893,48,113,5400,0.5,0,0,0,1725,58.5,716,3.45,0,28.1,48.1,7.9,6.9,1.1,1040,1003,7.3,13.5,0,0,70.5,6239,264000,264,2714,high,0.04
288,"Census Tract 171.02, Dallas County, Texas",5871,1631,1339,26.8,17.9,3.55,3.85,6.1,179,4.4,7.9,23.2,4.4,91.2,0.8,67.3,62.8,4.3,8.9,8.7,25.6,8.7,2.5,7.7,0,6.6,10.7,10.9,1.4,50733,21.1,4.2,21.9,1.7,23685,31927,27750,33.9,33.9,28.5,18.9,15.5,52.8,1705,95.7,0,0,1705,48,113,17102,0,2,0,2.5,1631,72.8,443,3.5,2.5,40.7,44.8,18.4,11.1,0,1101,1016,8.9,10.7,1,0,70.3,5871,2903000,2903,2235,high,0.49
289,"Census Tract 176.02, Dallas County, Texas",4157,1130,984,26.2,12.9,3.68,3.86,5.2,0,19.7,6.6,13.3,13.3,82.2,1,81.7,46.9,2.1,3.3,25.3,9.7,9.9,2.6,23.5,0,3.4,12.1,5.8,3.7,68512,27.6,4.2,16.5,2.9,28824,37452,35781,48.3,48.3,15,19.4,46.3,57.6,1254,90.1,3.8,22.1,1254,48,113,17602,0,0,0,0,1130,81,215,3.65,1.1,36.2,40.2,44.7,7.4,0,1082,1057,5.8,11.5,0,1.2,67.8,4157,319000,319,13,low,0.08
290,"Census Tract 178.05, Dallas County, Texas",4931,1902,1215,16.9,36.1,2.59,3.33,4.1,81,0,5.2,18,11.8,85.9,0,85.9,31.6,8.3,5.5,23.8,34,6.8,7.7,9.4,0,4.7,10,8.3,0.5,46580,28.1,1,16.6,0.8,24011,36191,24524,49.1,49.1,18.9,13.5,34.5,24.3,2032,93.6,0,4.3,2032,48,113,17805,3.8,0,0,0.6,1902,52.7,900,2.65,7.9,24.4,28.7,34.1,33.4,0,1280,971,9.2,16,0,0,69.2,4931,857000,857,184,low,0.17
291,"Census Tract 106.01, Dallas County, Texas",6170,1515,1277,21.3,15.7,4.07,4.46,3.8,125,13.1,12.2,18.1,1.5,84.7,0,65.3,75.9,1.1,7.8,11.5,24.4,10.3,6.9,10.3,0,4.6,15,11.5,0.8,57462,23.8,0.9,14.9,0.9,25794,31029,28804,46,46,26.8,15.3,0,18.8,1588,95.4,0,4,1588,48,113,10601,0,1.5,1.5,0.8,1515,69.7,459,4.24,3.6,26,40.3,22.1,9.1,0,1095,1059,7.9,10.6,1.6,0,88.9,6170,686000,686,1742,high,0.11
292,"Census Tract 106.02, Dallas County, Texas",3041,864,741,48.3,14.2,3.51,3.8,3.1,137,5.8,49.7,19.5,3.8,94.8,0.1,79.6,61.5,0.1,6.1,18.1,23.6,6.5,6.9,14.1,0,22.8,8.2,2.7,1,46027,16.3,1,35.2,1.2,21781,36190,22458,34.3,34.3,22.6,36.2,22.4,54.5,985,87.7,0,5.4,985,48,113,10602,1.8,0,3,1.3,864,49.2,439,3.75,3.7,27.9,44.2,25.2,4.9,0,1228,354,14.6,8.4,0,0,63.7,3041,278000,278,1585,high,0.09
293,"Census Tract 109.02, Dallas County, Texas",8370,3041,1817,39.4,40.2,2.75,3.82,2.5,56,0,0,10.3,2.1,90.2,0.2,93.8,13.2,0,8.4,26.5,25.4,12.1,3.5,8.2,0.5,18.6,15.1,3.9,1.6,40126,18.2,0,30.8,1.8,22238,31293,27455,42.7,42.7,20,30.2,57.4,46.9,3393,89.6,0,11.9,3393,48,113,10902,11,0.9,3.3,3.3,3041,27.4,2208,3.36,5.3,22,12.6,63.9,20.4,0,1347,808,13.3,8.2,1.4,0.6,12.6,8370,330000,330,5427,high,0.04
294,"Census Tract 113, Dallas County, Texas",5009,1981,1288,31.4,35,2.47,3.19,1.8,10,0,29,8.3,7.3,92.7,0.2,93.5,10.4,0.5,7.4,17.5,29.6,8.3,6.7,4.5,0,12.7,10,11.1,0.9,52284,38.7,2.5,19.6,1.3,30344,40508,36111,54.8,54.8,19.5,21.7,51.1,25.8,2124,93.3,0,10.4,2124,48,113,11300,6.1,0.6,0.3,0,1981,63.3,727,2.35,1.8,18.4,61.6,17.4,6.4,0.8,1025,1048,2.8,22.6,0.2,0,11.3,5009,767000,767,3412,high,0.15
295,"Census Tract 122.09, Dallas County, Texas",2986,1156,652,10.7,43.6,2.58,3.38,9.4,0,0,0,6,8.1,91.2,0,86.3,26.7,4,4,36.5,14.4,12.8,11.9,15.7,0,5.8,8.7,20.3,9.4,87892,27.5,1.3,9.1,12.3,35421,42283,37090,63.6,63.6,18.8,8.1,21.9,55.6,1293,89.4,0,5.1,1293,48,113,12209,5.3,0,1.1,0,1156,50.7,570,2.65,6,25.9,0.9,10.8,11.8,0,2106,984,8,18.3,1.1,0.7,67.4,2986,176000,176,964,low,0.06
296,"Census Tract 128, Dallas County, Texas",7115,3084,1949,8.7,36.8,2.3,2.86,5.5,71,0,0,5.9,3.1,92.2,1.4,82.4,28.4,5.4,3.2,45.1,13.7,12.3,6.1,23.2,0,3.3,5.4,12.3,10.9,93896,30.1,0,2.1,16.5,49814,51434,56432,61.9,61.9,20.4,9.3,4.9,0,3275,94.2,4.5,2.5,3275,48,113,12800,0,0,0,0,3084,73.9,805,2.27,5.2,25.9,9.9,18.3,11,5,1661,1096,8.4,24.1,1.3,0.4,90.1,7115,461000,461,3642,high,0.06
297,"Census Tract 138.04, Dallas County, Texas",3935,1337,945,15.7,29.3,2.94,3.52,5.3,2,13.1,20.4,6.5,6.1,83.9,0.5,83.9,38.7,9.4,1.4,31,25.5,11.4,9.2,12.4,0,1.5,6.8,13.9,7.1,81542,34.6,0.8,9.6,9,32135,50150,37202,60.7,60.7,20.4,5.7,0,37.8,1402,95.4,1.9,11.9,1402,48,113,13804,1.3,0,0.6,0.7,1337,74.5,341,2.81,4.3,25.7,6.3,20.9,21.2,1.5,1611,1159,9.4,19.1,0,1.7,77.9,3935,215000,215,7,low,0.05
298,"Census Tract 153.04, Dallas County, Texas",3721,1165,836,22.3,28.2,3.19,3.75,6.9,73,0,57.7,22.9,8.2,97.5,0,63.9,62.1,5.1,5.3,13.3,19.9,25.7,7.6,7.2,0.4,0.9,25,11.4,0.8,62852,31.2,6.6,18.5,1.1,27545,35299,30875,48.5,48.5,26,15.9,0,48.8,1202,96.9,2.6,0,1202,48,113,15304,0,4,0,0,1165,85.8,165,3.12,0,36.1,13.9,9.2,15.7,0,1191,1133,9.2,13.4,0,0,66.1,3721,1693000,1693,5,low,0.45
299,"Census Tract 27.02, Dallas County, Texas",1758,627,360,17.2,42.6,2.8,3.69,9.2,0,9.2,15.4,19.3,6.9,86.8,2.3,90.6,20,0,7.7,12.4,29.1,11.6,7.7,12,0,23.4,14.4,7.5,0,42729,32.4,3.3,45.5,0,25615,32098,26739,33,33,19.7,10.8,9.7,18.8,823,76.2,3.8,4.5,823,48,113,2702,2.3,0,0,1.2,627,34.3,412,2.7,6.1,17.5,40.5,12.6,6.5,14.9,1180,820,6.8,18.3,0.7,0,18,1758,106000,106,1880,high,0.06
300,"Census Tract 165.09, Dallas County, Texas",5550,1928,1550,26.5,19.6,2.88,3.29,1.2,23,5.8,4.5,6.2,6.4,95,0,87.8,26,5.7,6.4,33.3,15.6,15.6,8.4,9.4,0,3.4,3.7,20.7,2.3,72464,36,0.5,11.6,2.9,30876,44567,38029,62.1,62.1,9.9,5.9,7.6,6.5,2017,95.6,0,0,2017,48,113,16509,0.4,1.1,0,0.4,1928,78.2,420,2.87,2.1,29.4,20.6,29.3,30.2,0.8,1449,1101,5.6,22.5,0.3,0,62.3,5550,489000,489,1,low,0.09
301,"Census Tract 12.04, Dallas County, Texas",3349,708,551,21,22.2,4.73,5.27,8.7,0,0,11.8,15.6,1.1,95.3,0,60.1,91.6,0.3,4.3,13.1,27.7,18.6,2.9,10.5,0,6.9,8.5,13,0.7,62238,12.9,0.6,23.7,0,24281,29286,28424,23.9,23.9,41.1,22.5,-666666666,48.6,751,94.3,3.3,0,751,48,113,1204,0,0,2.3,0,708,45.1,389,5.48,4.8,24.4,41.7,40.8,7.8,0,1142,961,3.8,7.8,0,0.1,91.2,3349,56000,56,549,low,0.02
302,"Census Tract 52, Dallas County, Texas",4979,1309,1035,20.9,20.9,3.8,4.04,10.6,42,7.7,15.4,18,4.2,94.1,0.2,62.6,73.2,1.6,8.7,16.5,24.5,7.7,4.4,12.1,0.9,4,6,11.1,2.8,72951,12.6,1.3,13.7,2.2,29349,30617,33269,41.8,41.8,31.5,14.1,30.8,15.9,1486,88.1,2.7,4.6,1486,48,113,5200,2.4,0,2.7,2.1,1309,63.3,481,3.53,5.8,27.2,33.9,9.3,18.5,1.2,1432,945,7.7,11.8,0,0.2,89.5,4979,146000,146,1430,high,0.03
303,"Census Tract 130.04, Dallas County, Texas",6729,2655,1749,1.9,34.1,2.45,3.16,1,0,13.5,43.2,3.3,2.3,88.6,0,94.6,6.3,12.2,1.2,67.1,5.6,8.6,15.2,30.6,0,6.2,5,9.8,29.1,184317,30.4,0,2.5,41,90052,128889,86827,90.4,90.4,5.2,4.9,0,0,2725,97.4,0,4.7,2725,48,113,13004,15.2,5.6,2.8,4.4,2655,74.7,671,2.71,6.1,37,0,1,3.3,27.9,2753,1470,8.7,21.5,0,0.8,93.9,6729,411000,411,1966,high,0.06
304,"Census Tract 165.19, Dallas County, Texas",2388,773,674,11.9,12.8,3.08,3.3,2.6,13,0,0,6.5,2.9,93.3,1.3,80.9,40.2,5.1,3.1,42.9,12.7,9.1,5.1,13.1,1.2,2.1,8.5,21.6,4.8,75859,43.5,0,6.2,5,32091,47794,40028,62.9,62.9,15.7,3.4,0,0,799,96.7,0.6,0,799,48,113,16519,0,0,0,0,773,85.3,114,2.86,3.4,24.8,2.1,39.2,37,0,1516,1410,7.7,26.2,2,0.2,78.9,2388,271000,271,50,low,0.11
305,"Census Tract 175, Dallas County, Texas",3370,1249,968,14.6,22.5,2.7,3.11,2.3,12,0,0,4.9,5.1,85.8,1.1,83.7,29.7,10.1,7.3,29.3,17.9,9.1,5.5,6.3,0,6.2,6.7,11.6,2,67368,28,1,12.5,2.6,32176,49601,43158,64.5,64.5,15,8.3,42.2,58,1315,95,0,17.9,1315,48,113,17500,0.4,0,0,0,1249,80.2,247,2.67,0.5,21.4,21.2,35.7,23.9,0.7,1326,1138,8.3,18.4,2.8,0.2,80.1,3370,456000,456,8,low,0.14
306,"Census Tract 76.01, Dallas County, Texas",1963,773,583,5,24.6,2.54,3,1.3,0,0,0,4.8,2.5,85.3,1.1,81.1,22.5,8.1,1.5,75.6,2.6,6.8,13.2,25,0,1.4,1.7,4.5,38.8,263345,30.7,0.6,2.7,43.7,68813,125909,72059,87.4,87.4,4.9,1.7,0,0,836,92.5,0,0,836,48,113,7601,0,0.5,0,0,773,81.1,146,2.64,9.4,27.9,0,2.6,11,28.2,3667,1672,4.6,26.7,0,3.1,88.2,1963,276000,276,357,low,0.14
307,"Census Tract 91.03, Dallas County, Texas",3738,1086,849,23.9,21.8,3.44,4.01,2.5,98,17.1,4.8,12.5,3.7,97.2,0,68.9,69,0.5,2.9,16.5,20.3,12.5,4.8,4.9,0,8,17.4,12.6,1.6,52048,19,1.2,15.5,2,29874,31984,31182,30.7,30.7,30,25.3,29.2,35.5,1117,97.2,0,3.1,1117,48,113,9103,1.1,0,0,0,1086,52.9,511,3.6,8.5,25.2,54.3,28.3,5.4,1.4,1064,893,8.6,10.1,0,0,70.3,3738,122000,122,1176,low,0.03
308,"Census Tract 94.02, Dallas County, Texas",2396,1158,673,7.2,41.9,2.07,2.62,6.1,42,0,24.3,1.7,1.4,83.4,0,92.8,11.7,11.5,1.9,61.8,12.3,9,16.1,15.3,0,4.1,3.5,9.5,21,144097,29,0,0.8,30,74344,100714,80278,82.7,82.7,4.6,4.5,22.2,36.1,1310,88.4,3.2,20,1310,48,113,9402,0.6,2.4,0.7,5.6,1158,83.4,192,2.1,0.7,27.2,2.6,0,2.6,23.3,2371,1630,8.6,28.3,0,0,96.5,2396,164000,164,581,low,0.07
309,"Census Tract 96.10, Dallas County, Texas",4956,1410,1002,17.2,28.9,3.51,3.86,13.7,155,15.9,0,21.3,4,85.3,3.2,39.1,86.8,1.1,1.8,5.8,34.7,7.4,1.8,26.8,0,1.1,24,4.8,0,41630,6.4,0,19.6,0,20710,25723,20591,11.5,11.5,56.9,28.8,16.4,37.2,1561,90.3,-666666666,8.7,1561,48,113,9610,17,0,29.1,5.9,1410,0,1410,-666666666,6.2,10,-666666666,-666666666,-666666666,-666666666,-666666666,903,11,2.5,0,0,93,4956,127000,127,1726,high,0.03
310,"Census Tract 98.02, Dallas County, Texas",6359,1864,1424,11.7,23.6,3.41,3.9,5.6,43,0,6.9,19.2,1.8,88.5,0.7,49.1,83.1,0.8,5.5,9.2,28.2,10.9,5.6,11.1,0.2,3.3,13.3,10.2,0.6,53016,18.9,0.6,13.8,0.8,24002,29767,25147,32.7,32.7,46,9.3,12.2,20,1985,93.9,0,3.1,1985,48,113,9802,27.8,0,23.8,5.4,1864,50.8,917,3.79,5.2,27.8,33.9,34.1,14.4,0,1182,759,7.5,8.1,0,0.1,90.2,6359,155000,155,2387,high,0.02
311,"Census Tract 107.03, Dallas County, Texas",2995,821,683,22.2,16.8,3.65,3.86,7.4,49,0,44.3,19.9,4.1,90.5,0,59.9,80.2,0.1,5,13.8,19.6,9.6,0.9,10,0,3,18.4,4.9,1.3,55163,15.1,2.1,17.5,1.6,24542,30940,27778,36.5,36.5,34.2,22.4,26.7,54.6,911,90.1,0,2.7,911,48,113,10703,3.1,0,0,1.3,821,53.1,385,3.46,5.8,17.3,49.3,44,4.4,0,1205,977,10.1,10.2,0,0,78.7,2995,533000,533,1510,high,0.18
312,"Census Tract 11.02, Dallas County, Texas",2554,1232,539,2.9,56.3,2.07,2.91,11.6,0,0,0,0,2.8,85.1,0,95.3,7.4,10.4,2.8,66.7,4.3,11,19.9,21.7,0,4.7,5,12.5,31.7,153114,14,0.6,2.1,57.3,69419,100417,68807,92.9,92.9,3.8,2.2,0,0,1263,97.5,4.1,0,1263,48,113,1102,7.3,1,6.8,4.9,1232,58.1,516,2.46,6.6,24,1.3,1.1,1.7,42,3392,1625,9.2,10.3,0.6,0.7,95.9,2554,87000,87,515,low,0.03
313,"Census Tract 15.03, Dallas County, Texas",2937,1272,408,10.2,67.9,2.22,3.73,15.6,0,0,52.9,13.8,4.6,77.5,0.6,61.9,61.2,3.7,7.8,21.9,26.2,7.7,3.7,14,0,18.6,18.2,8.4,0.6,40513,24.3,0.7,27.9,0,21656,26570,30313,25.4,25.4,38.7,48.8,86,79.6,1618,78.6,0,6.2,1618,48,113,1503,47,0.6,40.5,7.6,1272,4.2,1219,4.02,7.4,14.2,34,0,26.4,0,-666666666,720,5,11.9,0,0.6,71.1,2937,62000,62,2384,high,0.02
