,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,TRACTCE,STATEFP,index,AFFGEOID,GEOID
308,"Census Tract 2423, Los Angeles County, California",32.1,24.4,6.1,134.0,0.0,20.1,21.7,3.1,96.3,0.9,70.5,79.9,0.3,8.5,12.0,33.5,16.3,2.6,12.1,0.0,12.2,13.2,4.2,0.0,20.6,11.5,29.5,0.0,25.5,25.5,13.1,35.8,65.9,75.8,96.5,0.0,2.8,19.7,0.0,9.3,0.6,30.3,4.53,6.7,26.5,6.2,7.3,5.4,0.0,12.7,8.3,0.0,0.0,31.4,high,61.39342996532463,57.2630874965501,55.528242853800506,75.85741716403905,70.19085336038982,121.83230163762094,100.0,139.63050648535977,135.00399377811408,037,242300,06,6214,1400000US06037242300,6037242300
309,"Census Tract 2087.10, Los Angeles County, California",16.3,43.6,7.7,0.0,0.0,0.0,2.7,9.0,89.6,0.4,35.3,81.6,1.3,5.4,44.6,17.3,11.5,9.0,9.0,0.8,5.0,10.0,19.6,1.8,14.8,2.4,4.4,3.2,53.7,53.7,17.9,9.1,9.6,25.0,95.0,2.2,0.8,82.4,0.0,20.0,24.4,15.3,2.42,7.8,21.5,0.0,0.0,8.8,13.7,4.5,14.5,0.2,0.8,14.4,low,91.94595299473418,91.14580759632126,86.29235781832854,90.53325233768422,85.4270868356507,110.34859850462162,100.0,77.19955887411717,83.68016143271538,037,208710,06,5978,1400000US06037208710,6037208710
310,"Census Tract 2113.10, Los Angeles County, California",15.6,35.5,9.3,33.0,0.0,0.0,20.6,2.5,91.9,0.0,42.8,88.6,0.2,3.1,19.4,30.6,8.5,7.9,9.4,0.0,6.1,12.6,9.8,0.0,10.1,5.8,12.7,0.0,18.3,18.3,31.4,21.5,21.9,58.3,87.4,0.0,3.0,48.0,0.0,10.1,27.9,3.4,3.65,3.6,33.0,0.0,0.0,0.0,100.0,5.4,10.5,0.4,0.4,38.5,low,54.9842997814912,55.40545432547741,48.42372729804847,,76.05094315856708,94.20934004743334,100.0,110.42893421558502,113.80501954849291,037,211310,06,1152,1400000US06037211310,6037211310
311,"Census Tract 5308.01, Los Angeles County, California",26.8,22.3,5.4,24.0,0.0,11.4,23.4,3.7,95.5,0.0,61.1,86.9,0.7,7.8,19.9,20.1,9.2,2.0,6.9,0.8,6.9,18.8,10.2,3.2,22.5,2.3,10.7,1.3,34.0,34.0,14.9,19.4,25.6,39.4,92.7,5.7,1.7,0.9,0.0,0.4,2.2,36.6,3.76,0.0,32.4,0.0,4.9,0.0,8.1,6.5,13.6,0.0,0.3,30.2,low,73.33036755329701,56.59964707830986,64.06479242787077,69.3907562827759,71.36287132002528,117.9407348794528,100.0,114.4567372872781,107.6684743767604,037,530801,06,5019,1400000US06037530801,6037530801
312,"Census Tract 5313.02, Los Angeles County, California",26.2,17.8,6.6,22.0,0.0,3.8,16.8,2.3,97.8,0.0,56.2,93.5,0.1,10.2,10.7,24.5,14.8,0.6,8.4,0.2,7.8,15.2,11.9,2.9,22.4,3.9,15.0,3.6,27.7,27.7,13.7,18.5,8.7,46.2,96.8,2.6,2.9,1.1,0.0,1.7,1.4,30.0,4.87,2.3,20.0,0.0,0.0,2.7,8.2,9.0,11.1,0.4,0.0,59.8,low,68.67579739876365,55.24186627714418,60.449388157408215,70.39754180920009,77.09273690046527,146.6380553906071,100.0,135.93835366964115,122.17303569176441,037,531302,06,5022,1400000US06037531302,6037531302
313,"Census Tract 5323.02, Los Angeles County, California",22.3,12.1,6.3,14.0,0.0,18.6,21.1,3.0,93.7,0.7,60.2,82.0,0.0,8.2,14.4,23.0,9.1,3.0,8.0,0.0,5.9,11.3,12.6,1.1,32.5,6.6,10.5,0.0,44.3,44.3,16.2,18.9,0.0,16.9,96.2,0.0,2.3,0.6,0.0,0.8,2.9,49.1,4.22,0.0,21.7,0.0,0.0,3.2,14.9,7.0,15.7,0.2,0.5,73.1,low,74.98251086813717,65.27708421989601,72.01482881656108,68.30652571585752,74.74870098119436,115.05190311418684,100.0,138.62355571743652,118.8258292344558,037,532302,06,7311,1400000US06037532302,6037532302
314,"Census Tract 5326.03, Los Angeles County, California",23.1,16.0,8.2,103.0,17.0,5.1,21.0,4.9,89.8,0.0,58.5,93.8,0.0,9.1,9.5,19.2,19.8,3.3,8.2,0.0,2.6,14.9,11.9,0.0,21.4,4.7,15.3,0.0,34.0,34.0,17.8,18.1,0.0,35.1,97.7,0.0,0.0,4.9,0.0,2.3,12.7,26.2,4.28,3.5,18.2,2.6,0.0,2.1,16.1,10.5,8.9,0.0,0.0,74.2,low,54.40753196848011,49.64170208920391,44.76979296431279,74.92807667810902,68.367714312068,74.89475411272134,100.0,142.987009045104,124.40450666330351,037,532603,06,1447,1400000US06037532603,6037532603
315,"Census Tract 2414, Los Angeles County, California",31.9,27.6,5.4,75.0,0.0,7.3,22.7,3.1,89.3,0.0,65.1,70.3,0.0,4.8,13.7,28.2,9.6,5.4,12.2,0.0,8.5,19.4,8.1,2.4,25.2,15.1,22.0,3.3,26.7,26.7,19.5,32.8,0.0,52.1,91.4,2.9,6.6,3.3,0.0,2.8,11.7,31.3,4.49,0.0,26.5,2.4,0.0,5.2,3.8,9.6,7.0,0.0,0.0,39.8,high,59.719725236913966,47.82042181776082,58.687708042197634,73.57278846946106,80.15300601729116,86.99919795561254,100.0,131.57490034197366,132.2146550636903,037,241400,06,6249,1400000US06037241400,6037241400
316,"Census Tract 2422, Los Angeles County, California",29.6,19.5,3.8,19.0,0.0,0.0,20.9,6.6,87.9,0.0,67.5,69.1,0.0,13.3,11.4,27.3,14.5,1.6,9.8,0.0,16.7,19.4,5.5,0.0,13.0,9.6,23.3,0.0,17.9,17.9,20.2,43.1,46.2,83.7,94.9,0.0,1.1,9.9,0.0,7.4,3.4,28.8,4.11,5.9,38.9,0.0,2.3,11.7,4.9,9.9,8.6,0.0,0.5,33.4,high,55.27268368799674,49.240002548296786,44.878961476920004,58.896953295815926,66.3492389371403,147.61691574082118,100.0,125.86884599040846,117.9890276201287,037,242200,06,7189,1400000US06037242200,6037242200
317,"Census Tract 2623.02, Los Angeles County, California",4.6,33.8,6.1,0.0,0.0,0.0,0.3,2.9,89.2,0.9,79.2,23.5,2.9,3.5,79.7,4.7,4.0,17.5,28.8,0.0,4.2,0.5,6.7,46.5,27.0,0.0,0.0,59.8,91.0,91.0,0.6,0.9,0.0,0.0,92.1,0.9,0.0,21.0,3.3,2.6,0.0,75.9,2.85,2.9,34.5,0.0,0.8,0.0,13.6,3.2,26.0,0.9,1.2,91.9,low,250.51667392233745,286.8025663377872,209.89466023947662,154.92880350858616,146.5022449544315,71.05093663992946,100.0,88.27601732127312,89.81670660444782,037,262302,06,2677,1400000US06037262302,6037262302
318,"Census Tract 2655.20, Los Angeles County, California",9.0,57.0,15.6,0.0,,,1.8,4.5,76.2,3.4,67.0,30.6,4.7,7.3,74.7,8.6,8.0,14.8,15.4,0.0,5.3,5.0,12.5,16.0,19.6,0.5,4.7,27.2,86.7,86.7,2.8,7.0,0.0,22.5,94.3,0.0,2.6,24.2,0.0,6.4,4.6,34.6,1.82,3.4,34.6,0.0,0.0,0.0,82.8,4.0,19.2,1.1,2.9,70.2,high,158.67044246536688,152.08417324542418,138.10459012534218,122.05338381881118,149.1067293091769,116.84250131579796,100.0,70.82220401060314,78.38041787531004,037,265520,06,1323,1400000US06037265520,6037265520
319,"Census Tract 1437, Los Angeles County, California",4.9,51.0,6.7,0.0,0.0,0.0,1.1,6.0,88.7,0.2,68.2,25.6,6.8,8.0,71.9,8.1,3.9,5.2,19.9,0.5,3.1,3.0,16.2,32.6,20.6,1.4,4.3,48.0,85.8,85.8,3.3,0.0,0.0,0.0,89.4,0.0,1.7,9.9,0.0,8.1,3.1,75.2,2.15,3.8,21.0,0.0,4.0,0.0,23.4,5.3,13.3,1.7,1.9,85.8,high,206.55564682876843,209.4545017958816,183.9938954836466,154.92880350858616,111.27659405649923,93.4931007667889,100.0,68.80830247475662,79.77508723252197,037,143700,06,4972,1400000US06037143700,6037143700
320,"Census Tract 1815, Los Angeles County, California",11.6,33.8,7.5,0.0,0.0,0.0,5.0,11.0,94.6,0.0,71.4,47.1,11.1,8.1,60.6,20.7,3.8,6.8,12.1,0.0,5.4,3.3,5.6,12.5,33.6,5.6,10.6,16.5,69.2,69.2,7.0,3.2,0.0,10.8,97.5,0.0,0.0,0.0,0.9,2.7,0.6,74.0,2.73,5.3,23.9,0.0,0.0,0.7,65.0,7.2,20.9,0.0,2.0,61.1,low,150.01892527020058,131.4957085401987,149.99753632231668,95.17995476733437,125.9268185519424,93.5408500521652,100.0,92.63947064894062,93.44284693319881,037,181500,06,1836,1400000US06037181500,6037181500
321,"Census Tract 1838.20, Los Angeles County, California",17.9,24.8,6.9,34.0,0.0,31.3,18.0,7.8,85.3,1.1,59.3,78.4,1.1,6.2,22.8,28.5,11.7,2.3,8.6,0.0,9.4,14.7,3.1,0.7,9.8,0.0,11.3,1.0,31.5,31.5,18.8,31.5,100.0,39.4,98.4,0.0,2.0,26.5,0.0,8.2,3.2,22.0,3.94,9.5,29.3,8.2,3.3,3.3,51.0,5.3,5.0,0.0,0.6,37.3,low,54.34823808116121,54.57842585890395,69.70944669738512,65.59594929856159,76.8322884649907,96.04768753442076,100.0,120.83409215079212,115.1996889057048,037,183820,06,4552,1400000US06037183820,6037183820
322,"Census Tract 1896, Los Angeles County, California",4.6,70.8,22.2,0.0,,,3.5,5.0,83.4,1.1,82.0,26.0,9.3,8.4,61.3,15.9,6.0,5.1,16.9,0.0,5.0,7.4,12.1,13.8,10.1,1.7,3.0,19.2,75.4,75.4,9.6,1.7,0.0,0.0,88.6,0.0,2.4,24.0,0.0,21.3,13.0,32.5,2.05,7.7,26.0,0.0,0.0,0.0,27.9,2.8,12.6,4.3,2.2,82.2,high,110.83644645919532,107.02838944449465,125.10283432972965,134.2122551763958,105.54672847605929,90.41327186001776,100.0,62.43094761124259,70.84920334636567,037,189600,06,5602,1400000US06037189600,6037189600
323,"Census Tract 5327, Los Angeles County, California",23.1,14.2,9.3,58.0,6.6,6.6,21.6,2.6,92.0,0.0,52.4,89.8,0.0,12.0,8.4,25.7,8.9,3.4,8.4,0.0,8.2,6.5,12.1,0.0,17.0,2.0,28.0,0.0,26.6,26.6,25.3,28.1,27.5,66.9,98.1,0.0,2.5,5.2,0.0,4.1,4.6,24.4,4.6,0.7,23.4,0.0,4.6,8.1,13.3,9.2,9.2,0.0,0.0,46.3,low,57.05419548425994,51.317570762128604,55.2970624741617,49.022710632809314,76.11605526743573,81.36478228120954,100.0,161.1121228677228,136.9565308782108,037,532700,06,6771,1400000US06037532700,6037532700
324,"Census Tract 5354, Los Angeles County, California",31.5,7.9,5.1,20.0,0.0,0.0,22.5,7.2,94.3,0.0,61.9,81.5,0.0,8.9,17.9,18.1,8.1,1.0,3.4,0.0,13.3,15.1,9.8,0.0,23.6,15.0,25.5,0.0,26.1,26.1,15.0,31.6,100.0,69.3,98.4,0.0,0.0,2.9,0.0,6.2,5.3,28.8,4.9,2.3,27.6,0.0,0.0,2.8,3.3,8.0,8.3,0.4,0.0,58.5,low,56.865533115518,53.77139148712678,50.75265556700244,56.108931838025825,77.1578490093339,79.8606797918562,100.0,149.36436390861806,125.52024214907304,037,535400,06,5224,1400000US06037535400,6037535400
325,"Census Tract 5356.07, Los Angeles County, California",21.3,4.4,3.8,24.0,0.0,3.5,26.9,1.9,91.5,0.0,54.4,92.3,0.0,3.5,12.6,33.3,4.8,1.7,8.5,0.5,0.6,9.5,11.3,2.5,28.2,5.7,18.1,2.6,37.3,37.3,17.7,19.7,0.0,52.0,100.0,0.0,0.0,2.2,2.2,1.7,0.0,56.8,4.62,2.2,31.9,0.0,0.0,0.0,4.6,6.7,10.4,0.0,0.0,67.6,low,62.886557855082295,59.702367061696435,62.18324100469932,64.08577100892529,74.55336465458845,118.15560666364613,100.0,149.36436390861806,123.84663892041874,037,535607,06,5188,1400000US06037535607,6037535607
326,"Census Tract 2013.02, Los Angeles County, California",7.3,55.6,15.1,20.0,0.0,11.5,5.6,5.1,82.2,0.0,61.5,54.2,5.4,4.9,60.1,9.6,10.5,3.8,17.3,0.0,8.0,8.4,13.1,8.2,24.6,3.7,1.7,12.2,68.0,68.0,6.4,8.3,0.0,0.0,96.7,0.0,0.0,71.1,0.0,3.4,1.1,62.3,2.25,3.4,29.4,0.0,0.7,1.4,19.4,8.0,19.2,1.3,1.7,32.6,low,125.30145978830973,116.29474356008038,130.7753158671635,88.9456290075537,118.76448657639244,102.35059320409194,100.0,76.19260810619393,85.91163240425443,037,201302,06,2218,1400000US06037201302,6037201302
327,"Census Tract 2092, Los Angeles County, California",8.3,60.1,10.1,10.0,0.0,82.7,7.5,5.3,67.8,3.5,54.1,61.3,3.9,3.9,53.9,15.2,17.0,7.6,22.4,0.3,10.9,11.4,9.7,4.2,8.8,4.0,8.2,5.3,52.1,52.1,16.0,17.4,0.0,32.5,86.1,0.0,10.8,95.0,7.3,11.9,48.5,6.6,1.9,12.9,15.6,0.0,0.0,0.0,68.1,4.0,8.0,2.6,0.8,37.5,high,98.9480220517566,110.53644425875132,105.25985174406489,123.95078731091832,126.38260331402289,103.99794354957416,100.0,71.1578542665776,91.49030983310213,037,209200,06,1648,1400000US06037209200,6037209200
328,"Census Tract 2015.03, Los Angeles County, California",24.0,24.7,8.6,86.0,9.7,3.2,18.4,4.4,90.0,0.4,60.9,78.7,0.6,9.9,16.8,24.9,12.7,2.5,10.4,0.4,11.1,15.7,13.5,2.9,28.5,10.5,20.3,2.9,37.9,37.9,11.9,22.8,25.3,18.5,98.9,0.0,0.0,8.6,0.0,4.8,3.0,23.1,4.19,3.7,31.6,0.0,0.0,0.0,41.3,10.1,14.7,0.0,0.2,38.2,high,60.29918822662137,67.28739956941304,57.9363718083715,77.17398285243993,80.15300601729116,82.27201870335918,100.0,119.49149112689443,111.5735485769538,037,201503,06,6101,1400000US06037201503,6037201503
329,"Census Tract 2074, Los Angeles County, California",4.3,76.1,29.5,0.0,,,11.9,3.7,36.4,4.6,72.6,49.9,5.3,6.2,64.7,17.1,3.8,2.3,19.7,0.0,21.7,3.3,8.3,17.0,10.9,0.0,0.0,45.5,65.6,65.6,13.6,15.2,0.0,0.0,89.0,,11.0,86.5,33.2,4.8,27.4,0.0,,43.1,5.1,,,,,0.4,4.8,0.0,0.4,47.0,high,44.942071411027186,140.48941590856242,221.54786382052941,,145.91623597461373,33.0425054803973,100.0,62.76659786721702,64.7126581746332,037,207400,06,2716,1400000US06037207400,6037207400
330,"Census Tract 2089.03, Los Angeles County, California",26.5,36.8,15.1,37.0,0.0,0.0,13.8,3.7,86.8,1.6,43.4,82.9,0.9,7.5,8.1,18.5,13.7,3.4,4.8,0.8,10.6,22.5,9.5,0.0,14.2,3.1,20.8,0.0,17.4,17.4,38.5,46.7,38.3,76.8,93.4,0.0,4.1,71.2,0.0,7.5,63.0,0.7,2.0,4.7,30.0,0.0,0.0,0.0,100.0,7.8,9.8,0.0,0.0,47.7,high,45.16846625351752,40.14995999591465,36.42803426567893,,62.18206396954757,100.55999500248079,100.0,111.77153523948273,108.50527599108759,037,208903,06,114,1400000US06037208903,6037208903
331,"Census Tract 2100.10, Los Angeles County, California",16.4,45.6,11.1,0.0,0.0,49.6,13.5,6.4,91.2,0.6,41.9,92.9,0.2,4.5,11.0,25.7,15.8,3.0,10.0,0.0,13.6,15.0,4.4,0.0,26.1,7.6,18.3,0.0,10.4,10.4,30.9,25.6,100.0,60.5,96.6,0.0,1.3,55.6,0.0,13.0,50.3,10.2,3.88,5.9,28.6,0.0,0.0,0.0,18.9,4.9,14.5,0.0,0.0,15.3,high,50.01708913018546,36.24202328573237,46.824729672213344,57.34805248593254,56.97309526005667,88.62267365840664,100.0,100.0237762803779,112.41035019128095,037,210010,06,5985,1400000US06037210010,6037210010
332,"Census Tract 2114.20, Los Angeles County, California",12.0,51.4,15.6,0.0,0.0,11.9,7.6,5.3,88.2,1.2,42.9,70.9,2.1,2.8,34.4,27.7,12.9,8.4,12.7,0.0,2.5,12.3,9.2,4.2,10.9,3.7,7.1,3.7,40.0,40.0,22.0,15.8,58.6,47.3,91.9,0.0,3.1,46.9,0.0,10.9,23.3,18.5,3.2,6.7,18.9,0.0,5.7,2.5,72.1,5.9,11.9,0.0,1.2,36.4,high,71.06372395169738,58.437286154586275,62.433686415974705,114.27015724914715,73.96735567477072,82.41526655948806,100.0,86.93341629737543,96.23218564762269,037,211420,06,5991,1400000US06037211420,6037211420
333,"Census Tract 2122.03, Los Angeles County, California",15.8,64.2,13.2,27.0,,,20.3,3.3,84.7,1.3,28.3,88.4,0.0,6.9,14.3,36.9,7.3,3.6,11.4,0.0,13.8,16.4,6.2,0.5,19.3,1.1,11.3,0.0,22.0,22.0,32.6,46.5,0.0,63.6,92.9,,3.9,84.2,12.4,19.3,56.3,0.0,,12.4,25.5,,,,,3.8,17.2,0.4,0.4,24.8,high,49.806865347873014,42.08211661122804,69.49967190845359,,59.1869069615903,71.09868592530574,100.0,67.80135170683336,86.7484340185816,037,212203,06,7936,1400000US06037212203,6037212203
334,"Census Tract 2126.10, Los Angeles County, California",9.1,49.8,7.4,7.0,0.0,67.1,6.5,4.5,87.7,1.1,38.1,76.9,2.0,6.6,38.1,20.0,7.5,8.4,16.6,1.6,5.7,14.2,6.3,5.3,21.4,2.6,8.2,10.5,45.1,45.1,15.0,17.5,34.9,45.4,91.8,0.0,4.2,44.3,0.0,12.1,30.9,18.5,2.69,4.8,22.3,0.0,0.0,0.0,69.6,3.8,20.0,1.1,0.0,21.1,high,86.07046779677081,86.23998379130639,80.77613709305795,134.36714525738412,77.02762479159662,93.01560791302592,100.0,73.50740605839854,84.79589691848489,037,212610,06,6078,1400000US06037212610,6037212610
335,"Census Tract 2144, Los Angeles County, California",1.5,70.4,14.6,0.0,,,1.5,5.9,77.5,1.0,81.8,21.7,15.3,6.3,70.2,9.1,3.0,5.6,20.9,0.3,5.7,7.2,14.4,12.1,4.9,1.4,1.7,28.5,86.1,86.1,3.5,1.4,0.0,,94.6,0.0,1.9,0.0,0.0,6.2,7.0,3.0,1.75,7.4,18.0,0.0,0.0,0.0,66.0,5.0,6.6,2.5,1.2,89.2,low,175.09484925270118,127.48780135603504,172.22296115370372,,127.88018181800147,71.40905628025169,100.0,57.06054351565183,70.84920334636567,037,214400,06,1220,1400000US06037214400,6037214400
336,"Census Tract 2146, Los Angeles County, California",7.8,71.3,17.7,33.0,0.0,0.0,1.8,8.0,78.2,0.0,76.5,33.6,7.3,3.5,71.9,5.6,10.2,7.4,22.3,0.0,4.7,9.0,18.3,15.9,21.6,2.1,1.8,26.5,87.3,87.3,2.9,5.9,42.5,22.1,95.0,0.0,1.5,7.0,2.2,7.3,7.6,23.9,2.22,9.1,29.0,0.0,3.4,0.0,18.2,3.0,18.8,1.8,3.0,88.0,low,158.16913959985257,111.0781024632324,169.4059854166234,118.68452455731482,131.98224467672557,60.164099574133814,100.0,60.41704607539607,75.03321141800144,037,214600,06,5994,1400000US06037214600,6037214600
337,"Census Tract 2181.20, Los Angeles County, California",21.1,25.4,8.7,31.0,0.0,22.2,17.3,3.9,90.3,2.6,44.3,77.3,0.4,2.3,24.3,33.0,10.4,2.5,9.8,0.0,9.7,14.7,5.6,3.5,22.0,5.4,12.1,4.7,33.8,33.8,20.9,14.7,0.0,34.7,90.4,0.0,8.1,3.9,2.6,4.5,20.6,21.2,3.95,2.5,19.0,0.0,0.0,0.0,72.9,8.6,12.9,0.8,0.0,24.3,low,57.83849190288717,60.33490751525152,59.49897993000422,100.63983012217331,70.516413904733,111.06483778526608,100.0,110.76458447155943,102.92659856223987,037,218120,06,1223,1400000US06037218120,6037218120
338,"Census Tract 2185, Los Angeles County, California",15.5,40.5,6.3,17.0,55.6,0.0,13.1,4.5,92.6,0.8,62.2,55.5,2.0,5.1,31.4,32.8,9.8,3.9,11.6,0.0,6.7,14.9,8.9,3.2,23.2,3.5,13.7,3.4,45.9,45.9,15.3,18.1,9.6,7.1,90.9,2.1,3.6,2.8,2.4,4.1,8.4,33.5,3.24,7.0,27.1,0.0,0.0,0.0,78.3,6.4,14.7,0.9,0.8,48.0,low,67.06947208776081,64.27556183510046,72.08546726589516,90.41708477694291,74.22780411024526,61.047461353595295,100.0,87.60471680932426,95.95325177618028,037,218500,06,2101,1400000US06037218500,6037218500
339,"Census Tract 2212.10, Los Angeles County, California",22.1,22.5,9.4,15.0,0.0,0.0,11.2,4.8,95.4,0.2,51.5,83.8,0.4,5.4,20.8,28.4,13.4,6.8,10.6,0.0,4.2,14.6,12.9,2.4,29.4,2.9,12.8,1.5,39.1,39.1,14.7,20.0,0.0,15.0,96.1,0.0,0.0,3.6,0.0,4.9,11.3,27.5,4.45,1.9,21.6,0.0,0.0,6.2,56.8,5.4,16.6,0.2,0.2,28.9,high,67.586946013453,55.77261861173639,55.12795830757406,110.86257546740367,71.49309553776257,77.11509588271913,100.0,121.84104291871536,110.45781309118428,037,221210,06,2383,1400000US06037221210,6037221210
340,"Census Tract 2213.02, Los Angeles County, California",21.8,36.2,13.1,42.0,0.0,0.0,15.4,5.8,87.4,0.4,51.4,79.5,0.8,5.7,15.0,39.6,9.7,1.0,11.4,0.0,2.7,14.3,7.0,5.1,16.8,1.8,19.5,3.6,28.0,28.0,27.8,11.9,5.0,34.0,97.3,0.0,1.2,10.1,0.0,9.8,13.2,10.5,4.81,4.1,31.2,0.0,0.0,0.0,39.3,7.3,7.6,1.7,0.0,31.0,high,60.69807437767576,46.451735146706284,55.67594142968088,141.06614126012983,77.80897009802025,120.04170343600984,100.0,119.49149112689443,119.3836969773406,037,221302,06,2384,1400000US06037221302,6037221302
341,"Census Tract 2242, Los Angeles County, California",17.6,33.0,7.6,48.0,9.6,17.5,14.8,4.7,91.4,0.2,45.1,88.3,0.7,7.2,14.1,24.8,14.9,2.8,9.2,0.0,11.3,22.3,10.6,0.0,12.1,4.1,24.3,0.0,27.1,27.1,29.5,26.7,26.6,39.8,96.0,0.0,1.5,25.1,0.0,5.1,28.0,9.0,4.24,4.3,26.2,0.0,0.0,7.6,34.8,5.9,5.9,0.0,0.0,49.3,low,51.952225998138545,47.713180763853494,44.538612584673956,70.97837961290638,69.14905961849165,62.38444134413161,100.0,118.14889010299677,121.61516794887966,037,224200,06,2389,1400000US06037224200,6037224200
342,"Census Tract 4808.02, Los Angeles County, California",14.6,26.6,7.2,0.0,0.0,0.0,6.0,5.4,98.1,0.1,53.6,79.1,0.7,2.3,41.0,22.9,9.6,3.8,8.6,0.0,7.2,3.5,12.1,2.9,41.7,1.0,2.1,2.7,59.4,59.4,5.3,9.2,11.6,32.5,93.4,1.4,0.0,0.0,0.0,8.1,1.0,62.2,3.58,0.0,22.9,1.4,0.0,0.0,63.5,5.2,24.9,0.2,2.5,27.6,low,93.04288991013377,71.80606499337264,114.36364947187849,80.34922951270089,77.02762479159662,78.23720408906209,100.0,107.40808191181523,102.64766469079753,037,480802,06,5615,1400000US06037480802,6037480802
343,"Census Tract 5304, Los Angeles County, California",29.3,23.7,2.6,20.0,6.3,10.4,11.4,2.6,93.8,0.0,60.3,77.7,0.4,12.6,30.9,16.1,13.0,5.2,8.9,0.0,5.1,13.1,5.1,1.9,37.1,6.2,14.3,2.4,48.1,48.1,5.7,13.7,0.0,31.2,87.3,7.0,6.8,16.3,0.0,1.5,0.8,38.0,2.65,3.7,21.8,0.0,0.0,4.4,24.6,6.5,21.4,0.0,0.0,35.2,low,101.62163733449957,79.75644414236675,92.04404004137938,78.72288366232333,59.317131179327575,85.70996725045255,100.0,101.70202756025002,99.02152436204649,037,530400,06,7214,1400000US06037530400,6037530400
344,"Census Tract 5312.01, Los Angeles County, California",21.7,20.0,3.6,25.0,0.0,0.0,18.3,2.0,97.1,0.0,55.6,93.5,0.0,11.0,15.2,21.4,7.6,4.1,7.2,0.0,3.6,17.4,7.2,2.3,21.3,9.5,13.8,2.1,29.9,29.9,25.5,25.8,33.3,62.2,95.3,0.0,2.4,0.0,0.0,3.6,7.6,31.2,4.32,2.3,38.9,0.0,4.8,0.0,13.5,10.0,10.2,0.0,0.1,38.3,low,72.53798560458084,63.870227004230394,57.929950131159295,60.44585410569933,70.84197444907619,127.56221588277657,100.0,142.65135878912957,135.5618615209989,037,531201,06,3848,1400000US06037531201,6037531201
345,"Census Tract 5312.02, Los Angeles County, California",11.7,15.4,6.5,0.0,0.0,0.0,23.8,3.4,89.2,0.0,49.7,94.8,0.0,9.6,13.5,19.7,8.0,1.0,7.6,0.0,2.9,12.2,9.1,0.0,20.6,0.7,9.6,0.0,31.7,31.7,22.3,13.4,38.9,31.9,92.3,0.0,7.1,0.5,0.0,8.5,0.9,27.5,4.09,1.0,33.0,0.0,0.0,0.0,9.7,6.8,12.0,0.0,0.0,40.7,low,66.01296282280593,56.58328827347654,50.17684517697614,69.42947880302299,64.91677254203029,105.07230247054085,100.0,131.2392500859992,115.1996889057048,037,531202,06,1444,1400000US06037531202,6037531202
