,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crimeStats,crime,%DP03_0065E-HH-MeanEarnings,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0016E-Avg Fam Size,Countyfp,Tractce,Statefp
2674,"Census Tract 2212, Cook County, Illinois",6.1,56.3,20.7,0.0,0.0,0.0,3.2,5.8,78.5,0.3,82.8,27.5,13.6,4.6,56.7,9.9,7.0,10.3,24.9,0.0,2.0,4.2,15.1,12.6,9.5,0.0,10.6,22.0,75.1,75.1,6.3,6.3,0.0,30.4,93.7,0.0,3.1,11.1,1.2,1.8,2.0,38.4,2.65,6.6,18.4,1.7,0.0,6.2,21.9,4.6,6.8,3.7,1.3,87.3,106,low,156.17510452518601,137.84892016116524,129.26417945615725,123.36944807088798,106.36236854533809,127.51898860035536,83.45793455862388,100.0,87.46118586426141,031,221200,17
2675,"Census Tract 630, Cook County, Illinois",2.0,69.8,19.6,7.0,,,0.8,3.5,72.1,4.1,86.3,17.0,19.1,2.4,68.7,8.2,2.6,15.1,34.9,0.0,4.5,1.5,12.9,20.4,1.3,1.8,0.4,47.2,93.4,93.4,4.5,0.0,0.0,0.0,95.0,0.0,0.0,36.7,1.9,6.3,11.2,36.8,2.29,10.5,18.2,0.0,2.3,2.7,32.8,7.1,3.4,1.7,1.9,80.9,311,high,155.21396751476365,170.9086019020943,150.31577439616,138.4362469508948,154.64359806833045,120.61133134188991,98.65031140148615,100.0,79.90639904542157,031,063000,17
2676,"Census Tract 712, Cook County, Illinois",4.3,61.5,16.6,0.0,,,0.0,5.2,82.9,0.9,89.3,9.4,21.0,2.0,65.2,8.2,6.6,15.0,30.1,0.4,4.8,2.9,11.9,25.1,23.7,0.0,3.1,35.0,88.8,88.8,0.4,4.0,0.0,0.0,96.9,0.0,0.0,27.3,0.0,9.0,1.0,52.7,2.22,10.4,20.2,4.7,0.0,0.0,24.5,5.0,17.7,0.4,0.7,84.8,115,low,212.01523289703545,184.64008919450433,146.71437499463315,150.93479217787427,160.69799241871632,147.96928969449644,57.90841945377261,100.0,83.97436117864304,031,071200,17
2677,"Census Tract 815, Cook County, Illinois",1.6,70.1,7.2,0.0,0.0,0.0,0.0,0.0,75.4,0.5,80.4,23.9,14.8,1.6,69.7,4.6,4.6,20.6,25.6,0.0,9.1,5.4,8.0,27.1,10.4,0.0,1.8,49.0,94.9,94.9,0.7,3.8,0.0,0.0,73.0,2.4,6.4,98.2,0.0,20.5,12.9,42.2,1.54,6.8,24.8,1.5,0.0,4.3,34.4,2.8,17.0,0.4,1.9,72.4,807,high,183.13161678357676,203.3829894488664,208.56620688176207,159.71761231394504,168.90734069042597,185.9614046160563,131.1808810254681,100.0,65.37796285534492,031,081500,17
2678,"Census Tract 903, Cook County, Illinois",7.8,28.8,4.5,0.0,,,1.3,3.4,92.5,0.0,92.8,14.4,21.6,0.5,41.4,27.6,5.7,3.3,11.4,0.4,2.6,4.0,15.3,16.7,29.4,0.0,1.6,19.8,83.6,83.6,1.4,2.8,0.0,0.0,91.5,0.0,0.0,0.0,0.0,0.6,0.0,80.9,2.88,1.4,16.5,0.0,0.0,0.0,10.9,7.3,17.4,0.0,1.9,97.8,40,low,151.56140538344755,153.00183621081356,147.3442918082266,133.35179884050953,121.54966284800095,114.24901544593492,39.42579150558234,100.0,96.1782475783074,031,090300,17
2679,"Census Tract 1303, Cook County, Illinois",18.8,31.3,5.9,0.0,8.7,0.0,7.6,3.2,91.7,1.4,54.3,61.4,4.7,10.8,38.0,20.4,13.9,9.3,9.9,0.0,6.4,11.5,11.7,4.9,23.1,2.2,16.6,5.6,50.4,50.4,15.6,14.8,31.5,47.2,91.7,0.0,1.5,6.9,0.0,1.3,2.5,44.5,3.19,3.4,21.6,4.9,4.5,11.3,14.8,6.9,12.8,0.9,1.1,61.8,174,low,91.35510687380007,84.97824369174438,90.87299937054176,99.99920748160011,120.78003644752818,107.79580932289483,156.8448396470264,100.0,108.67270270177333,031,130300,17
2680,"Census Tract 1006, Cook County, Illinois",8.8,37.3,3.6,74.0,26.5,0.0,4.2,7.6,93.0,0.2,78.6,32.7,16.1,3.0,38.2,22.2,11.5,4.9,11.3,0.4,2.1,6.3,15.4,7.9,32.3,3.6,11.2,11.2,74.5,74.5,6.3,5.0,5.1,29.2,95.6,0.0,0.0,0.0,0.0,1.0,0.5,77.6,2.46,3.4,17.2,0.5,0.6,6.0,1.4,8.6,23.4,0.4,0.5,85.9,188,low,116.39055256990191,136.0876431621584,113.20692496678835,146.73535039387005,99.84619835466857,100.52459115608909,137.01750037752817,100.0,95.3065414069028,031,100600,17
2681,"Census Tract 2109, Cook County, Illinois",9.9,49.8,14.1,0.0,0.0,45.2,3.5,5.8,85.0,0.0,76.8,37.4,6.1,0.9,44.9,19.7,8.7,14.2,20.3,0.0,0.6,19.8,14.3,5.9,19.1,5.5,10.5,2.6,64.5,64.5,15.5,19.2,15.4,76.5,91.9,0.0,0.0,1.6,8.3,1.6,1.8,40.4,2.52,7.8,24.5,0.0,0.0,8.2,22.3,7.3,12.0,0.0,0.8,84.7,126,low,104.75910430181332,118.16469422126963,105.73978607231591,110.53034893890405,116.72667073837152,110.34073568127683,88.55067105208806,100.0,94.72540395929974,031,210900,17
2682,"Census Tract 2602, Cook County, Illinois",55.9,26.7,5.6,125.0,0.0,8.9,17.3,11.4,94.4,0.0,100.0,1.7,0.0,15.7,20.7,41.4,5.8,14.6,10.2,0.0,20.3,4.8,4.4,0.0,20.3,3.8,43.5,0.0,28.9,28.9,13.8,23.8,47.8,33.3,73.8,6.8,8.5,8.2,0.0,0.0,10.3,28.3,4.03,0.0,16.8,38.2,28.1,15.7,0.0,16.2,9.6,0.0,0.0,2.2,297,high,56.18063168458703,70.06807638621645,65.03141199383876,78.96946156428568,66.85487998773543,101.43349342693982,30.527808081608388,100.0,116.22748952061318,031,260200,17
2683,"Census Tract 1707, Cook County, Illinois",2.3,33.2,4.3,62.0,0.0,0.0,5.0,7.8,96.3,0.0,62.6,50.9,5.8,6.3,34.3,28.6,9.2,8.1,12.4,0.0,8.4,10.2,15.4,3.2,32.0,1.7,4.0,3.0,75.0,75.0,4.8,7.8,38.0,0.0,93.5,0.0,0.0,0.0,1.5,0.0,2.3,81.1,2.89,1.9,25.8,4.1,0.6,16.3,1.9,4.5,19.6,0.0,0.0,84.8,84,low,104.0297993341059,106.41295779757478,136.68444954009448,90.32487361968961,104.31003147741069,98.43411593313246,90.89676314458279,100.0,100.82734715913193,031,170700,17
