,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,STATEFP,TRACTCE,index,GEOID
319,"Census Tract 69, Dallas County, Texas",22.8,33.0,5.2,47.0,0.0,0.0,15.9,2.2,88.3,1.8,67.1,77.6,1.0,10.7,10.5,24.0,8.4,4.8,8.2,0.0,15.0,24.0,8.5,0.4,23.6,2.2,28.7,0.6,26.7,26.7,39.4,33.4,0.0,64.1,92.3,0.0,4.7,41.5,0.0,2.7,11.5,27.8,3.09,7.7,23.0,19.6,18.2,28.2,0.0,11.2,9.5,0.1,0.0,84.0,high,63.967331780660274,49.55977746129133,51.72980305878133,93.19548157792869,74.23554069443435,90.84365904599986,100.0,120.78384798099763,124.89612829809201,113,48,006900,3679,48113006900
320,"Census Tract 72.02, Dallas County, Texas",14.6,39.8,12.9,45.0,0.0,0.0,17.0,0.5,64.4,7.3,40.6,91.1,0.3,6.3,5.4,30.9,8.0,0.8,11.7,0.2,1.6,23.6,0.8,0.2,4.2,0.0,22.7,0.3,16.4,16.4,57.5,31.2,0.0,70.6,86.7,0.0,8.2,48.3,0.0,58.2,5.2,4.2,3.97,16.7,10.9,54.0,30.1,0.0,0.0,8.7,2.7,0.5,0.0,93.4,high,56.778887887713225,53.009636869764435,44.59489893753005,,67.73884810157253,170.24196227009926,100.0,110.4513064133017,110.69680048694002,113,48,007202,3680,48113007202
321,"Census Tract 77, Dallas County, Texas",3.1,51.0,1.8,0.0,,,1.1,1.8,89.6,0.0,89.9,8.0,7.8,3.1,63.5,7.8,10.9,20.0,24.9,0.6,5.5,5.5,6.6,31.8,39.6,0.0,0.0,49.7,90.5,90.5,2.5,3.1,0.0,0.0,86.7,5.6,8.1,42.2,3.7,8.8,0.0,60.9,2.1,3.9,36.2,0.9,1.7,10.7,32.9,4.2,37.5,0.0,0.6,96.9,low,231.3815906835831,388.14453408825455,150.65812736918537,221.12904247457504,171.07957161202782,108.14525617713123,100.0,65.9144893111639,77.66162966099458,113,48,007700,971,48113007700
322,"Census Tract 78.04, Dallas County, Texas",18.2,56.7,7.9,10.0,17.2,24.5,1.8,13.9,73.2,1.6,74.5,31.7,2.6,5.6,32.5,21.8,10.7,8.5,17.0,0.0,6.6,7.4,8.6,1.2,12.7,0.6,8.4,1.5,63.3,63.3,22.4,13.1,22.4,27.3,92.6,4.5,5.4,48.6,5.8,16.9,2.9,14.1,3.44,10.6,12.6,63.5,0.0,0.0,16.2,6.3,9.2,0.0,0.0,31.3,high,82.57150001546208,73.57645504586912,96.1498840253562,69.94010627441321,99.00959511521408,141.2689789507462,100.0,76.95961995249405,95.33834387487768,113,48,007804,1311,48113007804
323,"Census Tract 78.15, Dallas County, Texas",13.8,38.2,5.8,126.0,0.0,8.7,9.2,5.1,82.9,5.9,43.8,68.8,0.9,8.0,14.3,29.4,13.6,2.7,12.3,0.5,11.5,17.7,5.0,0.0,7.5,1.3,28.2,0.0,28.1,28.1,36.4,37.3,55.7,75.8,84.5,12.4,11.0,25.9,1.8,9.2,7.2,11.3,2.11,11.2,11.5,23.3,7.3,0.0,0.0,13.5,3.9,0.8,0.6,37.5,high,56.5230805744847,52.311688434524214,53.496630018568474,62.28497026427843,69.99103486709795,115.21384217844856,100.0,103.68171021377673,110.40701828671244,113,48,007815,2021,48113007815
324,"Census Tract 79.02, Dallas County, Texas",7.1,52.9,8.1,87.0,0.0,25.0,1.3,6.2,85.4,0.0,95.0,6.1,15.2,1.6,67.7,9.8,9.5,13.3,23.4,0.4,1.3,9.7,7.1,14.5,33.5,0.0,2.0,22.6,79.5,79.5,7.2,5.9,26.0,49.7,85.5,3.4,9.4,16.8,2.0,4.8,3.7,63.8,2.09,6.7,23.3,2.9,7.7,8.8,8.0,6.9,24.5,0.0,1.0,92.9,high,176.02902236053802,144.7200612603295,169.2191340720681,117.55273251926664,129.41411644980735,106.97400791528506,100.0,69.83372921615202,78.24119406144976,113,48,007902,4093,48113007902
325,"Census Tract 204, Dallas County, Texas",6.0,66.0,15.3,41.0,0.0,100.0,6.7,6.7,47.0,1.6,85.3,19.6,6.4,2.5,57.5,9.5,5.9,7.4,21.8,0.4,5.2,3.5,13.8,3.5,3.3,0.0,3.9,5.7,55.3,55.3,24.1,7.6,0.0,32.6,84.6,0.0,8.7,83.1,16.8,13.8,25.8,13.3,1.84,18.5,6.6,12.2,0.0,4.7,35.8,3.2,6.4,0.2,0.0,64.9,high,109.05918453976118,106.3165816444104,124.936576575978,149.10117183376147,126.642194276853,162.0432244371759,100.0,61.99524940617577,69.547728054622,113,48,020400,3174,48113020400
326,"Census Tract 203, Dallas County, Texas",15.4,66.3,8.9,48.0,12.7,0.0,15.0,7.0,84.8,0.5,96.1,9.3,2.2,3.5,20.0,30.0,12.1,6.6,15.1,0.0,25.7,14.6,4.8,0.0,31.9,3.2,44.6,0.0,30.4,30.4,21.5,18.9,31.7,47.9,78.5,0.0,13.8,31.9,1.2,7.9,23.1,20.5,2.79,10.4,14.2,31.8,24.6,13.6,0.0,4.7,19.2,0.0,0.0,22.7,high,69.08606195748558,57.02329358566534,73.99228893335533,69.24418481894641,61.15553294080589,46.13074294464366,100.0,66.6270783847981,89.25291767009823,113,48,020300,4887,48113020300
327,"Census Tract 205, Dallas County, Texas",37.9,39.8,0.9,70.0,7.8,28.2,19.3,4.0,81.0,0.8,82.7,39.9,0.0,11.1,21.8,24.1,15.4,4.9,8.0,0.0,42.5,14.5,7.5,0.0,31.8,4.0,49.6,0.0,21.4,21.4,25.9,49.5,37.7,70.6,95.9,0.0,2.1,33.3,3.5,16.9,7.1,20.2,3.39,5.0,28.5,23.0,35.9,25.7,0.0,6.2,13.5,0.1,0.0,32.0,high,36.98353610343312,67.42181884420535,82.37655882036637,59.38529753316677,25.726902667732787,109.00828121217579,100.0,95.13064133016628,108.08876068489172,113,48,020500,1189,48113020500
328,"Census Tract 206, Dallas County, Texas",1.9,18.2,3.5,0.0,0.0,11.1,0.8,1.2,95.8,1.9,93.6,10.3,10.1,1.4,72.7,7.1,4.5,24.6,22.9,0.8,1.4,3.0,2.5,58.6,29.7,0.0,0.0,63.5,90.4,90.4,3.5,0.6,0.0,0.0,90.3,2.0,0.0,0.0,4.6,0.0,0.4,95.1,2.62,2.5,44.8,1.3,0.9,1.6,16.0,2.2,29.5,0.7,0.8,91.1,low,274.80940395057115,369.0443140526936,273.3523721043781,232.03181194355489,,45.925260793442575,100.0,92.28028503562945,82.00836266440845,113,48,020600,3797,48113020600
329,"Census Tract 9801, Dallas County, Texas",0.0,0.0,0.0,,,,44.4,0.0,100.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,high,,,,,,0.4109643024021708,100.0,142.51781472684087,115.91288009103668,113,48,980100,3906,48113980100
330,"Census Tract 165.02, Dallas County, Texas",27.1,18.8,1.5,75.0,0.0,49.8,9.5,4.5,79.6,1.3,86.7,41.6,3.3,7.4,21.6,29.9,12.9,5.3,8.1,0.0,6.8,14.8,17.8,5.1,21.2,1.2,16.8,6.3,52.9,52.9,15.0,26.8,61.4,60.4,96.0,0.0,3.9,3.2,0.0,0.0,1.6,48.5,3.23,2.2,17.3,29.9,32.7,19.3,0.0,11.5,11.3,0.0,0.2,63.5,low,67.40393507958893,65.12493399368753,100.3338607968838,59.21131716930008,84.80349397882291,142.1936486311511,100.0,106.53206650831356,98.23616587715358,113,48,016502,4896,48113016502
331,"Census Tract 165.18, Dallas County, Texas",30.2,22.6,3.5,62.0,0.0,0.0,13.0,6.5,92.6,0.2,86.8,41.0,4.9,7.5,34.4,18.5,9.5,9.7,6.7,0.0,3.4,17.4,12.1,1.2,29.9,0.5,17.3,1.5,59.6,59.6,15.4,12.5,0.0,22.2,90.7,0.0,6.8,3.4,0.0,0.2,2.2,58.8,2.94,1.8,20.4,26.2,53.8,11.6,0.0,7.4,19.2,0.0,0.0,61.0,low,80.41651719493088,66.91784568836955,83.30892133212741,75.44948446352534,91.47343170749436,100.85063980949272,100.0,104.39429928741093,97.6566014766984,113,48,016518,240,48113016518
332,"Census Tract 166.06, Dallas County, Texas",27.4,41.3,5.5,48.0,0.0,11.4,6.2,7.5,86.0,0.0,93.4,16.3,1.5,8.0,37.6,17.5,7.6,13.4,10.3,0.3,5.0,5.5,17.5,1.8,18.2,1.3,9.4,2.2,67.4,67.4,8.6,11.4,19.5,28.6,93.5,3.1,8.1,5.5,5.5,1.3,0.5,50.4,2.51,4.6,26.4,31.3,33.5,11.6,0.8,6.4,16.0,2.9,0.0,31.1,low,101.36170993261193,89.86131425044809,106.30098087215441,71.96987718619138,108.88456785636404,150.33074181871407,100.0,85.15439429928742,90.99161087146379,113,48,016606,4122,48113016606
333,"Census Tract 166.12, Dallas County, Texas",15.6,14.5,4.0,0.0,0.0,5.3,8.1,6.7,92.6,0.0,93.2,16.6,0.8,4.8,42.2,10.5,10.4,10.7,5.8,0.0,1.9,3.9,18.0,3.1,18.4,1.1,7.4,3.0,79.8,79.8,7.8,6.9,18.9,17.9,100.0,0.0,0.0,0.0,3.6,0.3,0.3,87.2,3.23,3.5,50.2,8.8,17.5,31.1,0.6,7.0,13.3,0.5,0.0,26.6,low,109.6173095868052,89.1089802228515,125.03680554599232,103.63430340993068,170.55983620459887,295.33949592132007,100.0,120.4275534441805,105.19093868261578,113,48,016612,1118,48113016612
334,"Census Tract 166.17, Dallas County, Texas",12.3,25.8,3.9,45.0,31.5,6.5,3.1,9.3,90.7,0.0,93.9,12.7,1.6,3.4,54.3,10.1,6.1,10.3,13.5,0.0,0.5,5.5,14.7,11.9,36.3,0.0,2.2,15.2,79.1,79.1,10.3,1.3,0.0,0.0,94.9,0.0,0.0,0.6,0.6,0.5,1.1,84.6,2.71,0.0,38.2,0.8,3.9,18.8,3.8,2.5,25.8,0.2,0.3,24.4,low,138.56229466545105,143.3187258306134,121.76887494226987,136.69057254460358,105.85277797969515,85.1723516728499,100.0,96.1995249406176,91.28139307169135,113,48,016617,4124,48113016617
335,"Census Tract 4.06, Dallas County, Texas",6.6,46.7,12.0,26.0,0.0,28.8,11.0,3.8,80.4,1.7,57.0,74.2,2.2,4.1,32.8,23.1,6.1,4.9,15.2,0.0,13.0,7.5,16.5,1.6,18.6,0.0,5.3,3.0,53.9,53.9,29.8,7.2,0.0,0.0,95.3,0.0,2.3,45.8,9.4,18.9,8.9,30.2,4.12,10.4,11.3,20.4,46.1,18.8,0.0,3.2,13.6,0.3,0.4,86.9,high,74.83785063674516,71.28863446074403,75.69618142359859,80.7848822887708,113.30231881951003,179.94071980679047,100.0,97.624703087886,105.48072088284336,113,48,000406,1480,48113000406
336,"Census Tract 6.05, Dallas County, Texas",2.7,76.0,10.6,0.0,0.0,0.0,1.0,3.7,80.3,0.3,80.0,21.3,10.2,4.1,73.0,4.6,6.1,19.0,19.8,0.0,2.8,2.8,16.4,16.1,19.9,0.5,0.6,34.0,87.2,87.2,4.7,2.4,0.0,0.0,88.8,0.0,7.0,71.5,3.5,17.2,6.7,52.2,1.41,5.8,23.4,2.4,2.2,20.1,11.4,1.8,20.6,0.0,0.4,82.8,high,186.01325931321503,169.56158699564568,188.46542722109515,113.55118415033256,137.0369024254319,52.35685212603656,100.0,51.66270783847981,64.91121285098053,113,48,000605,757,48113000605
337,"Census Tract 6.06, Dallas County, Texas",0.7,70.0,11.0,0.0,,,1.8,4.3,79.2,0.0,89.3,11.9,7.3,0.0,70.6,1.8,9.8,11.2,24.3,0.7,2.1,7.5,7.7,27.4,36.9,0.8,0.0,45.1,86.8,86.8,2.3,0.0,0.0,,83.0,5.5,0.0,52.1,0.6,5.3,0.0,73.5,1.49,6.1,23.8,0.0,11.6,11.7,23.5,0.5,38.0,0.0,0.4,91.9,low,187.15018070534182,176.37610171790024,196.83104985787102,161.0478234859415,118.0665600542754,60.53504174383976,100.0,53.80047505938242,62.01339084870462,113,48,000606,3980,48113000606
338,"Census Tract 17.03, Dallas County, Texas",0.3,70.6,15.4,0.0,,,0.6,0.4,64.9,0.4,86.0,14.6,10.9,0.5,71.7,2.4,7.2,18.8,26.5,0.0,3.4,2.4,17.3,19.8,4.2,0.0,0.9,31.0,92.7,92.7,0.7,5.4,0.0,,89.5,8.5,5.0,71.2,1.9,27.3,4.7,25.4,1.77,10.9,8.7,0.0,0.0,2.1,33.7,1.7,5.1,0.0,1.2,87.4,high,188.1165638886496,172.84285106781402,169.6923080467868,159.36601330189674,146.13227205543845,76.48045667704397,100.0,58.07600950118764,66.36012385211849,113,48,001703,1647,48113001703
339,"Census Tract 17.04, Dallas County, Texas",3.4,73.7,11.1,0.0,,,0.0,1.7,64.3,3.2,90.7,12.4,21.0,4.5,80.9,5.9,6.7,22.1,27.2,0.0,3.4,0.9,24.1,24.5,9.0,0.0,0.0,57.0,94.8,94.8,3.6,0.0,0.0,0.0,87.1,0.0,9.9,83.8,5.1,21.7,3.1,26.3,1.72,15.6,9.0,0.0,0.0,3.8,33.9,0.8,12.4,0.0,0.0,89.7,high,212.20379392820823,176.36522459942898,171.10949906466357,176.18411514234435,157.73969615468488,31.911378081528557,100.0,50.95011876484561,58.8257866462011,113,48,001704,4040,48113001704
340,"Census Tract 64.01, Dallas County, Texas",27.1,18.9,3.7,31.0,0.0,0.0,17.7,1.3,98.3,0.3,65.2,82.4,0.6,5.1,13.2,27.2,9.4,4.2,12.0,0.0,7.3,16.1,15.5,0.0,19.4,3.1,15.8,0.0,46.4,46.4,23.9,22.8,12.5,38.1,98.5,0.6,0.0,1.0,0.0,0.0,1.1,71.0,3.74,1.8,19.6,67.6,20.9,4.0,0.0,6.2,10.2,0.0,0.0,88.3,low,64.45052337231414,56.651658704563395,60.34716357373265,62.28497026427843,80.818855855201,53.28152180644143,100.0,130.40380047505943,119.39026649376778,113,48,006401,942,48113006401
341,"Census Tract 64.02, Dallas County, Texas",11.8,21.0,4.8,14.0,11.2,3.5,16.8,3.6,93.6,2.5,55.7,84.4,1.2,4.7,8.0,20.5,13.0,3.8,8.2,0.8,3.4,16.0,9.8,3.8,24.8,1.3,19.2,3.9,33.9,33.9,33.9,23.9,41.2,22.8,98.7,0.0,0.0,17.0,5.1,0.7,3.0,53.0,3.5,7.5,19.0,63.4,24.2,4.4,0.0,10.6,12.7,0.0,0.0,87.7,high,63.28517894538419,50.00755217169221,63.640734146528494,56.07967061969947,65.22679363233263,115.37822789940945,100.0,133.6104513064133,123.44721729695404,113,48,006402,3991,48113006402
342,"Census Tract 78.20, Dallas County, Texas",13.5,42.3,8.5,12.0,16.8,26.3,18.3,4.9,67.3,5.7,57.4,62.8,0.4,6.1,14.7,30.0,11.2,6.3,18.0,0.0,12.5,19.4,4.2,0.0,13.4,2.2,33.7,0.0,24.4,24.4,35.7,31.3,29.3,56.1,86.1,0.0,10.5,36.1,0.0,19.6,4.8,5.1,1.42,10.6,15.4,66.9,23.7,9.3,0.0,10.8,5.6,0.6,0.0,50.8,high,55.86935077401179,54.98202101922251,54.14928377680121,,63.66758741004578,129.74143026836532,100.0,96.9121140142518,103.74202768147781,113,48,007820,3992,48113007820
343,"Census Tract 78.21, Dallas County, Texas",15.4,46.3,7.8,23.0,34.7,0.0,14.9,4.5,67.7,7.0,59.7,62.8,2.1,7.8,16.1,28.4,14.9,5.5,9.4,0.0,6.1,26.2,5.4,0.0,8.7,3.4,22.0,0.0,25.6,25.6,40.8,25.7,36.8,52.6,82.8,0.0,9.9,15.9,0.0,17.1,3.3,4.6,1.72,17.3,14.3,19.4,0.0,29.2,0.0,9.5,4.9,1.5,4.4,52.8,high,58.22071092591037,54.62126325659185,66.20473105387131,63.56082626596755,72.06997649681374,82.68601764331676,100.0,91.56769596199524,102.87268108079505,113,48,007821,5020,48113007821
344,"Census Tract 78.22, Dallas County, Texas",4.6,73.0,7.5,45.0,,,2.3,4.3,71.0,0.3,81.2,25.4,7.6,4.3,50.6,18.7,9.6,3.5,18.9,0.0,8.4,4.4,13.9,12.8,17.6,1.1,3.9,11.0,64.5,64.5,21.3,7.0,20.8,33.3,87.3,,9.8,64.9,2.5,17.3,3.6,0.0,,19.5,5.0,,,,,4.5,19.5,0.0,0.0,79.6,high,110.13925986228163,110.44626095733824,112.57111876374731,,133.05226430181003,28.746952953031844,100.0,57.36342042755345,81.71858046418085,113,48,007822,2022,48113007822
345,"Census Tract 78.23, Dallas County, Texas",22.1,40.6,14.5,0.0,0.0,0.0,9.0,5.4,73.1,0.3,60.0,62.8,1.7,4.4,11.2,34.0,10.6,5.7,16.8,0.0,7.1,10.9,7.6,0.0,12.0,1.4,24.8,0.0,25.1,25.1,45.0,26.6,39.6,61.3,81.6,0.0,15.9,24.7,0.0,15.8,1.3,5.4,1.95,12.3,27.0,50.0,50.0,0.0,0.0,8.1,25.1,0.0,0.0,80.1,high,55.06317015050372,46.969210412049065,84.02917137246281,43.49509096667488,70.94388311405102,27.781186842386745,100.0,100.11876484560571,97.36681927647079,113,48,007823,4091,48113007823
346,"Census Tract 78.24, Dallas County, Texas",6.1,18.4,1.8,0.0,0.0,65.2,0.4,5.2,94.1,0.3,91.7,6.0,9.2,4.7,73.5,4.5,3.4,15.5,27.9,0.0,0.0,3.9,12.4,30.1,29.7,0.6,0.0,36.9,89.4,89.4,4.4,1.7,0.0,0.0,100.0,0.0,0.0,0.0,4.1,0.0,3.0,98.8,2.55,1.8,27.6,1.4,0.7,4.2,24.4,8.0,25.9,0.8,0.4,94.8,low,187.73672878718904,238.12550327933502,151.22686850135963,152.69676602033994,,38.05529440244101,100.0,90.85510688836105,82.29814486463603,113,48,007824,998,48113007824
347,"Census Tract 78.25, Dallas County, Texas",18.9,34.9,7.9,0.0,74.1,0.0,6.3,0.7,77.6,0.7,73.3,38.0,5.7,6.4,40.2,16.1,12.0,8.1,13.7,0.5,4.8,8.4,7.0,12.4,22.9,2.2,15.8,19.0,54.6,54.6,25.4,9.3,22.7,37.3,89.4,2.5,10.3,16.0,1.4,5.7,0.0,40.1,2.35,9.4,21.9,2.1,9.1,1.4,24.1,10.5,16.8,0.0,0.0,61.1,high,81.50692816647064,75.75731729936,82.55370769760097,148.23127001442796,78.13355625015143,117.61798334750128,100.0,86.22327790973871,83.747055865774,113,48,007825,196,48113007825
348,"Census Tract 78.26, Dallas County, Texas",6.0,68.1,7.2,230.0,,,2.7,16.1,43.3,1.0,79.9,25.7,6.4,1.6,56.4,13.3,4.1,13.2,24.5,0.0,3.1,6.6,7.5,5.7,5.3,0.0,1.6,17.7,82.9,82.9,7.6,5.1,0.0,0.0,86.6,0.0,14.5,52.0,35.1,25.1,10.1,8.2,1.58,22.3,8.9,82.2,2.2,15.6,0.0,7.5,4.3,0.0,0.0,62.4,low,115.93497504987332,94.79771318332894,120.91576324400856,48.888482246542566,100.56880133750091,20.28108832354713,100.0,64.13301662707839,89.83248207055344,113,48,007826,4092,48113007826
349,"Census Tract 78.27, Dallas County, Texas",21.7,48.7,5.2,23.0,0.0,0.0,8.0,12.9,66.7,0.0,82.6,27.0,2.7,6.6,27.4,23.4,14.0,10.3,22.7,0.0,5.7,20.0,6.5,0.0,10.6,0.5,12.8,0.0,56.5,56.5,19.7,15.4,13.4,22.9,85.6,8.0,12.0,34.6,3.1,13.0,0.4,10.6,1.29,16.9,21.3,37.3,24.0,18.0,0.0,11.0,7.3,2.2,0.0,44.1,high,69.918081703542,60.90098632067529,71.96673137655449,63.73480662983425,88.18177412711105,68.5488456406821,100.0,84.0855106888361,99.10551247783636,113,48,007827,2023,48113007827
350,"Census Tract 79.09, Dallas County, Texas",3.0,80.2,19.4,0.0,,,0.9,2.8,58.4,12.7,57.8,50.4,5.3,4.9,74.2,5.9,7.4,7.7,21.6,0.0,8.2,9.5,11.4,3.0,8.9,0.0,1.5,0.0,87.9,87.9,9.7,10.0,23.2,0.0,93.9,0.0,2.3,15.2,1.1,13.3,1.8,0.6,,12.2,6.9,0.0,100.0,0.0,0.0,5.1,6.7,0.0,2.3,56.0,high,112.17538271909046,112.6615674193215,115.22135920342804,,93.63899590511495,47.85679301473279,100.0,56.294536817102134,69.25794585439442,113,48,007909,4858,48113007909
351,"Census Tract 79.10, Dallas County, Texas",1.3,79.0,14.9,19.0,,,0.6,2.3,58.6,6.3,63.2,37.0,10.6,3.0,69.6,7.0,11.6,8.0,12.7,0.0,7.1,7.7,16.3,3.1,5.3,0.8,2.7,4.2,82.4,82.4,11.5,16.9,65.8,,81.0,0.0,11.2,27.9,0.0,25.8,2.8,1.3,3.74,11.3,9.6,0.0,0.0,0.0,100.0,5.0,3.9,0.0,4.9,75.4,low,117.66878017286669,100.46287905378529,108.55030543177787,,95.28482469530664,59.46653455759411,100.0,56.294536817102134,77.08206526053941,113,48,007910,3989,48113007910
352,"Census Tract 79.11, Dallas County, Texas",5.2,75.4,12.2,0.0,,,0.0,5.0,63.4,3.3,74.5,31.1,7.0,3.6,73.8,1.3,11.0,12.8,21.9,0.0,8.5,3.9,19.2,3.5,7.4,2.6,4.3,7.1,89.7,89.7,6.6,5.7,15.7,71.4,84.9,0.0,1.5,35.3,3.3,25.3,7.0,1.6,1.52,10.3,5.0,0.0,0.0,0.0,0.0,3.9,7.3,0.7,0.5,72.1,low,137.84396705860732,127.20608766849628,133.3931045576505,,118.58629546170435,57.92541842358597,100.0,56.65083135391924,75.05358985894624,113,48,007911,5021,48113007911
353,"Census Tract 149.02, Dallas County, Texas",16.6,23.0,10.8,0.0,0.0,19.0,17.1,7.0,85.8,2.1,66.0,63.9,4.0,4.2,16.9,13.4,8.0,10.5,10.1,0.0,3.2,10.1,19.4,0.0,23.1,11.1,22.7,0.0,40.8,40.8,28.7,9.5,0.0,44.3,90.9,1.7,3.7,14.9,3.0,4.8,0.7,37.3,3.09,7.7,19.2,21.9,40.4,21.6,0.0,6.1,9.2,0.0,0.0,52.6,low,69.00079285307609,56.75499133004053,65.07191060208166,83.2206073829046,66.17964187928568,53.54864860300285,100.0,118.64608076009502,103.16246328102264,113,48,014902,4,48113014902
354,"Census Tract 166.19, Dallas County, Texas",32.6,36.9,4.6,20.0,9.2,0.0,4.7,9.1,80.0,0.0,94.0,18.6,1.7,3.4,28.7,21.3,14.1,10.2,10.3,0.0,2.6,12.5,11.8,0.0,29.2,1.5,25.9,0.0,55.4,55.4,11.1,8.3,0.0,18.9,90.0,0.0,9.1,17.0,1.4,5.9,0.6,33.2,2.98,5.4,16.9,23.5,24.1,42.2,0.0,3.0,17.2,0.1,0.3,27.7,low,76.16081371121994,66.04042479835329,91.0032429604353,75.21751064503644,85.49647452206148,77.95992816569179,100.0,93.34916864608076,97.6566014766984,113,48,016619,457,48113016619
355,"Census Tract 137.19, Dallas County, Texas",14.1,23.0,4.1,0.0,0.0,0.0,7.0,4.8,86.1,0.0,57.7,50.5,4.8,2.5,36.5,12.8,19.5,6.3,11.4,0.0,2.8,10.1,20.5,7.1,24.5,2.8,8.1,7.9,66.7,66.7,14.5,8.8,0.0,25.0,97.5,0.0,0.0,6.8,1.8,0.0,0.7,51.6,2.86,6.7,21.2,1.2,1.2,30.4,0.0,7.2,21.2,0.5,0.5,43.2,low,112.72317211711521,103.82753436756671,136.0946249354781,110.59351796459863,100.2223110658816,94.04918060473679,100.0,100.11876484560571,92.73030407282934,113,48,013719,2288,48113013719
356,"Census Tract 142.03, Dallas County, Texas",11.4,25.1,5.7,4.0,0.0,0.0,4.7,7.5,90.8,1.1,70.4,51.7,12.4,5.4,30.8,23.6,6.9,7.8,12.0,0.5,3.4,7.5,9.4,10.5,20.2,2.1,4.3,8.7,61.8,61.8,18.2,5.5,0.0,7.3,96.8,0.0,0.0,8.2,1.0,1.4,0.0,68.3,2.86,1.7,36.9,19.6,23.4,18.7,3.1,6.2,13.9,2.6,0.8,74.5,low,84.91769234285097,76.13982929893321,90.32261832684976,89.59988739135024,85.06336168253736,68.36391170460111,100.0,101.54394299287412,94.46899727419488,113,48,014203,2068,48113014203
357,"Census Tract 172.01, Dallas County, Texas",16.4,23.6,7.6,57.0,0.0,5.9,29.2,8.7,83.1,0.7,62.8,62.8,2.9,7.0,12.3,18.1,10.3,3.9,11.1,0.4,4.4,15.8,8.6,0.6,19.2,1.4,31.5,0.8,29.7,29.7,33.2,19.8,15.2,26.3,83.8,5.1,18.9,1.3,0.0,0.0,0.0,46.0,3.96,6.8,22.8,50.7,16.3,9.4,0.0,11.6,9.0,0.0,0.0,75.0,low,58.088931400913836,57.66141786931354,68.01584523296712,72.66579864165817,79.17302706500931,115.80974041693173,100.0,133.9667458432304,123.15743509672646,113,48,017201,4314,48113017201
358,"Census Tract 20, Dallas County, Texas",10.9,55.3,10.7,40.0,0.0,0.0,13.5,2.9,75.3,1.8,73.0,57.2,2.1,10.3,34.8,12.4,10.2,9.4,10.2,0.0,7.9,11.0,14.1,4.7,12.2,0.0,16.7,6.3,48.7,48.7,25.5,20.3,21.1,36.2,88.1,0.0,5.2,43.2,3.8,11.7,15.1,12.6,3.47,13.7,16.1,24.6,0.0,25.5,15.3,7.6,7.5,1.3,0.5,79.1,high,103.17820024775992,88.75366101945646,93.36911283402893,127.93356089664637,84.54362627510842,129.16608024500226,100.0,79.45368171021377,93.30986847328451,113,48,002000,760,48113002000
