,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,STATEFP,TRACTCE,index,GEOID
94,"Census Tract 72.01, Dallas County, Texas",14.4,31.2,8.6,128.0,0.0,27.7,20.6,0.6,75.5,1.4,42.9,87.1,0.1,5.5,5.4,25.0,9.3,2.3,13.5,0.0,4.6,22.6,8.3,0.0,12.7,0.0,26.4,0.0,18.3,18.3,51.7,16.4,23.2,43.3,82.8,0.0,10.1,44.5,0.3,29.7,9.8,5.5,4.71,5.4,12.0,34.1,38.5,10.4,0.0,8.2,6.1,0.0,0.0,86.8,high,54.4301116480695,51.73520115554658,48.39660707923565,75.33349755428087,70.1642800029076,161.91993514645532,100.0,114.37054631828977,110.40701828671244,113,48,007201,1655,48113007201
95,"Census Tract 78.01, Dallas County, Texas",1.4,45.5,3.6,0.0,,,0.7,3.3,86.7,0.0,88.6,12.0,10.7,4.2,65.1,5.3,6.0,25.4,19.7,0.0,4.9,5.9,7.0,34.0,53.6,0.0,0.7,50.6,83.4,83.4,0.7,2.8,29.5,,90.6,6.0,0.0,11.8,1.0,6.2,0.0,67.4,1.94,3.6,25.2,0.0,0.0,2.0,62.1,6.6,53.9,0.0,0.0,91.4,high,145.19778133586368,267.39582908553933,199.0990216677297,230.17602139564343,114.77490247389208,43.45947497902956,100.0,64.48931116389551,68.67838145393922,113,48,007801,30,48113007801
96,"Census Tract 81, Dallas County, Texas",9.2,52.5,5.9,0.0,0.0,100.0,0.5,7.3,86.0,0.6,89.9,12.7,11.2,0.5,63.7,11.5,8.1,9.3,19.0,0.0,3.7,3.8,18.5,16.9,21.5,0.0,0.6,30.2,80.5,80.5,10.3,0.0,0.0,0.0,91.8,2.6,2.6,17.9,1.7,6.2,0.6,57.2,2.19,4.9,21.4,0.8,1.9,6.4,25.5,1.1,19.5,0.3,0.8,89.5,high,162.7373777216741,153.61754416983337,165.20531345893684,148.52123728753915,107.0654939303627,128.42634450067837,100.0,66.9833729216152,76.21271865985659,113,48,008100,4964,48113008100
97,"Census Tract 85, Dallas County, Texas",16.8,17.1,4.5,24.0,0.0,22.6,16.3,1.8,92.2,0.0,58.9,75.4,1.1,1.5,13.4,24.5,11.7,4.6,4.1,0.5,8.1,15.0,13.1,1.8,21.3,1.0,23.6,1.3,37.4,37.4,30.4,23.3,38.5,61.0,93.0,0.0,6.5,8.2,0.0,1.8,0.4,62.5,3.93,4.6,23.2,45.8,30.4,2.8,0.0,5.2,11.2,0.2,0.0,84.0,high,64.53837638897848,60.4840301126097,58.92997255585588,57.93546116761094,81.51183639843956,110.50830091594372,100.0,137.88598574821853,123.15743509672646,113,48,008500,4744,48113008500
98,"Census Tract 86.03, Dallas County, Texas",52.6,27.8,2.5,0.0,0.0,83.6,14.7,4.6,96.5,0.0,96.3,18.4,0.0,3.7,7.7,30.2,14.5,3.0,13.2,0.0,7.3,15.4,11.5,0.0,50.0,0.0,40.6,0.0,39.6,39.6,11.4,40.8,0.0,48.1,59.7,0.0,17.3,5.1,0.0,5.1,0.0,81.6,2.98,0.0,20.5,70.7,3.7,19.9,0.0,13.3,17.9,0.0,0.0,24.2,high,51.57747251873322,60.73057813129197,67.2792788486759,63.44483935672308,69.12480918804971,15.349516694721075,100.0,113.65795724465558,113.59462248921595,113,48,008603,2032,48113008603
99,"Census Tract 86.04, Dallas County, Texas",25.1,43.2,3.6,0.0,9.6,20.2,25.7,1.4,85.0,4.7,85.0,31.4,0.0,11.4,11.6,28.1,11.7,1.2,10.4,0.0,31.3,17.2,2.3,0.0,27.8,2.5,44.7,0.0,20.9,20.9,32.7,44.6,78.3,67.9,74.2,0.0,25.7,11.1,4.0,1.4,2.7,20.2,3.09,10.2,18.9,59.5,19.0,3.8,0.0,8.2,15.9,1.4,0.0,33.2,high,54.275076912779475,56.80212551008273,57.16780740862754,67.6783615441461,55.35182089118267,61.726838220806044,100.0,91.21140142517817,104.0318098817054,113,48,008604,197,48113008604
100,"Census Tract 131.01, Dallas County, Texas",7.8,41.3,4.2,0.0,0.0,0.0,0.5,4.6,96.2,0.0,92.4,10.7,8.2,1.4,64.5,4.7,10.4,13.7,27.9,0.0,0.6,8.3,10.5,39.4,34.8,0.0,0.0,61.9,93.7,93.7,0.6,0.0,0.0,0.0,94.7,1.9,0.0,11.1,1.7,0.5,0.0,89.1,2.35,0.8,25.5,6.9,13.9,0.7,36.8,3.6,31.9,0.4,0.5,95.3,high,249.5103190634956,232.49840732352817,241.34669798190137,198.6275820811486,112.69596084417627,60.6377828194403,100.0,81.94774346793348,88.38357106941545,113,48,013101,2282,48113013101
101,"Census Tract 137.22, Dallas County, Texas",14.7,49.1,8.2,0.0,0.0,0.0,2.6,7.4,73.2,0.0,73.7,37.7,4.1,2.4,35.2,12.3,12.8,12.5,16.0,0.0,1.2,7.3,16.1,4.4,15.0,1.3,5.5,3.0,72.2,72.2,14.3,9.0,0.0,5.9,98.4,0.0,1.0,15.8,8.2,4.2,1.6,19.4,2.33,7.0,24.1,19.6,21.3,33.4,0.0,7.1,12.0,0.3,0.3,66.6,low,108.14447960155009,107.29914801298234,98.73952090177244,63.44483935672308,100.9152916091202,97.50128074491501,100.0,76.60332541567696,84.32662026622918,113,48,013722,2289,48113013722
102,"Census Tract 62, Dallas County, Texas",32.5,28.5,3.7,37.0,24.3,27.7,14.5,3.2,80.4,0.5,77.8,51.9,1.7,10.5,19.8,21.9,18.3,3.5,12.6,0.0,8.6,9.8,9.6,3.0,26.2,1.1,25.9,2.5,39.2,39.2,20.1,26.4,49.7,50.0,95.5,0.0,0.0,9.1,9.8,2.1,0.9,47.3,3.22,11.6,21.3,29.1,13.6,20.1,1.6,12.5,11.0,0.8,0.0,64.8,high,62.81490691500447,57.242648808169406,63.56847605186701,83.3945877467713,78.56666908967556,140.282664624981,100.0,118.28978622327791,117.94135549262981,113,48,006200,3934,48113006200
103,"Census Tract 94.01, Dallas County, Texas",10.1,43.7,4.7,61.0,26.7,62.5,13.1,1.9,93.6,0.0,80.8,47.7,6.2,6.7,36.1,23.5,9.2,10.0,10.1,0.0,4.3,9.7,13.6,6.7,31.9,0.5,7.8,10.5,59.7,59.7,17.2,5.6,0.0,0.0,93.4,1.8,0.0,1.4,0.6,1.6,1.7,69.4,2.37,4.0,25.2,5.8,11.3,12.1,8.1,5.8,16.2,0.2,0.0,87.1,low,78.29254132145765,65.88995799283396,117.37744751187545,98.70485976704086,119.8856339802767,72.0009457808603,100.0,91.92399049881234,104.0318098817054,113,48,009401,3733,48113009401
104,"Census Tract 122.04, Dallas County, Texas",11.2,24.5,2.7,16.0,0.0,0.0,4.3,7.1,95.2,0.0,71.1,46.1,2.5,2.0,34.4,23.5,14.6,9.9,13.1,0.0,5.2,4.0,25.3,3.1,19.0,1.1,8.9,2.6,61.5,61.5,21.3,16.6,27.0,59.6,96.8,0.0,3.8,0.7,0.0,2.1,0.0,64.5,2.89,7.6,26.5,4.6,12.5,27.3,0.0,8.8,11.0,0.5,0.0,81.6,high,99.38760096991905,73.59277072357605,123.11613877176457,88.32403138966112,75.7947469167212,155.87875990114338,100.0,105.46318289786224,101.13398787942951,113,48,012204,4745,48113012204
105,"Census Tract 170.01, Dallas County, Texas",17.0,26.0,5.2,14.0,3.2,24.8,16.9,6.5,86.0,1.4,80.2,39.7,9.1,1.4,20.0,18.9,12.9,9.4,11.4,0.7,11.0,12.7,13.9,2.1,31.9,0.7,26.0,2.9,39.5,39.5,23.8,12.6,15.8,33.4,88.3,0.0,25.9,2.1,0.7,0.2,0.6,72.3,3.17,0.7,24.6,29.9,25.3,4.1,0.4,7.7,12.7,2.1,0.0,79.0,low,55.69881256519279,62.24249759879935,89.41123397160334,52.71605025160996,69.64454459547866,208.3794495330207,100.0,113.65795724465558,108.3785428851193,113,48,017001,2316,48113017001
106,"Census Tract 177.03, Dallas County, Texas",30.5,29.8,5.1,81.0,20.7,19.1,18.4,5.9,72.2,0.8,76.4,43.9,3.2,2.8,14.4,22.3,19.7,5.4,14.1,0.0,11.0,10.7,6.5,0.0,22.4,3.4,25.3,0.0,44.3,44.3,21.1,21.7,11.6,33.5,98.7,3.4,0.0,10.3,0.0,1.5,0.9,38.8,3.79,9.5,22.1,58.6,23.2,10.5,0.0,10.4,10.8,1.1,0.0,62.6,low,59.11732847833762,73.02353485691259,66.72219224789869,58.97934335081113,75.88136948462599,106.19317574072092,100.0,113.65795724465558,112.43549368830557,113,48,017703,3583,48113017703
107,"Census Tract 114.01, Dallas County, Texas",39.5,38.8,4.1,65.0,18.9,23.8,18.2,2.7,86.1,0.4,95.7,8.9,0.4,8.5,17.0,25.5,14.7,5.4,4.9,0.0,33.5,13.8,7.0,0.8,20.4,2.2,50.0,1.3,23.3,23.3,24.5,41.9,47.7,59.3,87.5,7.3,11.1,3.9,0.0,1.4,0.8,29.9,2.82,4.7,17.1,42.2,21.0,4.8,0.0,9.1,10.5,3.0,0.0,17.5,high,47.41737378845114,56.11505419331378,60.797028485657336,67.91033536263504,67.39235782995323,107.20003828160624,100.0,95.13064133016628,102.87268108079505,113,48,011401,1930,48113011401
108,"Census Tract 78.10, Dallas County, Texas",7.3,31.4,3.7,54.0,0.0,0.0,4.9,6.0,81.2,0.0,74.5,27.5,5.8,4.2,53.4,12.7,17.5,10.8,19.7,0.0,2.6,13.4,7.7,15.3,23.6,0.0,9.8,20.8,68.9,68.9,17.9,15.0,46.6,53.8,90.4,0.0,12.3,7.4,1.5,10.3,0.7,53.0,2.48,13.7,12.2,5.8,2.5,3.5,14.5,7.6,16.2,0.9,1.3,68.5,high,114.32002989060234,97.64207966356764,120.85282877446468,144.34570855473837,71.5502410893848,95.28207351194328,100.0,85.51068883610449,84.61640246645676,113,48,007810,4088,48113007810
109,"Census Tract 87.05, Dallas County, Texas",36.8,25.2,1.3,33.0,15.6,51.9,20.7,1.8,97.2,0.0,80.2,45.9,0.0,15.8,12.2,19.2,5.8,13.9,2.6,0.0,10.0,10.3,3.4,0.0,34.4,4.3,34.6,0.0,41.7,41.7,22.4,17.4,29.2,31.8,85.4,4.3,20.1,0.0,0.0,1.6,4.6,73.7,2.94,9.2,13.7,53.6,15.9,0.0,0.0,4.1,17.6,0.0,0.0,39.0,high,59.67286961312684,49.28784949950943,64.42624956268716,51.73016152303198,111.56986746141358,29.322302976394877,100.0,108.66983372921615,106.9296318839813,113,48,008705,198,48113008705
110,"Census Tract 99, Dallas County, Texas",17.4,52.9,9.9,0.0,,,3.4,4.6,64.8,5.9,54.5,52.4,2.7,2.7,50.5,10.4,7.5,12.7,19.2,0.0,4.8,7.3,12.2,2.6,7.8,0.7,6.1,3.4,58.1,58.1,27.9,11.2,19.5,18.6,89.3,0.0,6.9,65.6,21.9,17.1,2.5,3.6,2.41,18.7,10.1,0.0,0.0,0.0,36.4,10.9,5.2,0.6,2.3,48.1,high,105.17556442074628,97.51155424191236,117.04878972647968,,115.46788301713067,76.27497452584291,100.0,71.25890736342043,78.24119406144976,113,48,009900,1501,48113009900
111,"Census Tract 133, Dallas County, Texas",4.1,10.0,1.1,0.0,,,0.0,3.6,88.9,0.0,86.0,9.8,10.2,2.5,83.4,4.8,5.5,16.3,21.9,0.0,2.1,3.3,3.1,65.7,26.6,0.0,1.1,67.8,92.7,92.7,1.0,3.1,0.0,0.0,93.1,0.7,0.0,0.0,6.8,0.0,0.0,93.9,2.58,1.2,29.0,0.0,1.0,0.0,44.1,5.2,24.8,0.0,0.0,89.0,low,323.5988351463389,417.6432793823557,222.60154968294586,232.03181194355489,,40.171760559812185,100.0,92.63657957244655,79.40032286236013,113,48,013300,5112,48113013300
112,"Census Tract 171.01, Dallas County, Texas",24.1,17.3,7.2,58.0,9.9,0.0,14.9,3.3,89.7,0.0,76.1,51.3,1.1,8.6,18.5,16.9,7.5,8.5,10.7,0.0,6.0,8.6,15.3,2.4,17.8,0.4,20.2,2.9,40.4,40.4,31.8,12.6,4.7,24.2,93.4,1.7,2.7,0.0,2.9,1.5,1.7,62.2,3.63,7.3,33.9,33.1,17.6,23.7,0.5,10.6,7.5,0.0,0.0,73.1,high,80.35967112532451,74.24177212569552,84.7400977876806,68.896224091213,102.64774296721669,125.77562475018436,100.0,128.97862232779102,111.85592928785036,113,48,017101,2330,48113017101
113,"Census Tract 161, Dallas County, Texas",22.7,39.6,3.6,31.0,0.0,0.0,10.4,5.7,84.6,0.0,79.4,39.2,7.9,6.1,16.4,34.2,8.2,5.1,15.0,0.0,5.2,14.6,10.1,0.7,39.7,3.5,13.7,1.2,54.3,54.3,24.4,12.5,33.3,23.6,87.5,0.0,5.1,18.8,0.0,2.7,3.0,44.1,2.75,3.9,28.9,43.0,31.2,16.4,0.0,6.9,25.3,0.3,0.8,58.4,low,62.91826340519783,65.4893174624753,59.74812065992619,65.06865608614561,77.26733057110319,73.68589942070922,100.0,84.79809976247029,91.28139307169135,113,48,016100,1611,48113016100
114,"Census Tract 190.13, Dallas County, Texas",32.5,22.0,4.8,18.0,0.0,34.0,21.4,1.1,81.3,3.1,55.3,74.6,1.5,7.1,6.5,25.0,16.2,2.4,7.4,0.0,17.6,19.0,7.0,0.5,15.0,0.5,44.2,0.0,21.1,21.1,34.2,35.9,73.9,57.0,93.4,,3.8,24.6,0.0,11.7,2.8,0.0,,12.4,20.3,,,,,11.5,6.1,0.0,0.3,56.9,low,53.11748422261403,50.014803584006394,52.19132250210304,,67.56560296576288,117.22756726021922,100.0,121.14014251781471,112.145711488078,113,48,019013,465,48113019013
115,"Census Tract 96.11, Dallas County, Texas",17.6,33.9,7.4,13.0,9.5,17.5,5.6,2.8,91.2,0.0,63.5,63.8,4.7,6.1,21.9,24.9,8.1,9.1,12.4,0.0,4.4,4.3,13.5,2.7,22.5,0.0,6.4,2.6,51.3,51.3,28.2,5.8,13.0,19.1,89.6,0.0,6.4,12.9,0.6,4.7,2.9,66.5,2.93,0.9,30.5,7.9,50.2,21.1,1.0,7.8,10.3,0.0,0.0,85.2,high,58.07084401513002,64.8910759465551,60.8506393300836,85.48235211317169,101.69489472026359,72.6790368798239,100.0,103.3254156769596,102.87268108079505,113,48,009611,4118,48113009611
116,"Census Tract 168.04, Dallas County, Texas",35.2,24.7,2.2,129.0,5.8,17.1,7.4,9.8,76.9,0.0,94.8,11.1,0.5,7.3,26.4,18.5,12.3,8.8,12.0,0.0,2.9,9.7,16.4,1.1,17.8,0.6,12.6,1.4,62.4,62.4,12.5,7.3,6.9,8.9,95.9,0.0,6.5,2.2,1.5,0.0,1.7,59.9,2.6,8.8,28.6,13.6,48.3,21.9,0.0,9.8,8.7,1.9,0.0,15.4,low,80.88162140080092,66.94503848454775,96.43425459144329,77.6532357391702,99.78919822635748,163.85146736774547,100.0,100.47505938242278,96.78725487601558,113,48,016804,4138,48113016804
117,"Census Tract 182.06, Dallas County, Texas",12.5,17.8,3.3,49.0,16.2,3.9,18.6,2.0,91.4,0.0,60.5,79.1,4.0,9.1,2.7,22.5,11.7,8.2,10.3,0.0,6.3,16.5,9.0,0.0,28.7,1.0,17.7,0.0,26.8,26.8,41.0,31.0,6.0,65.5,91.2,8.5,3.5,5.6,0.0,0.0,1.7,68.4,4.0,6.9,31.2,64.5,16.8,8.8,0.0,8.8,8.9,0.5,0.0,85.4,low,53.887490074554435,50.95567433177178,59.46841190639789,67.56237463490164,93.7256184730198,96.90538250643186,100.0,146.437054631829,133.87937650514738,113,48,018206,4204,48113018206
118,"Census Tract 142.06, Dallas County, Texas",1.6,61.2,9.5,30.0,0.0,0.0,0.4,7.0,51.3,6.7,71.2,33.6,5.8,4.8,56.3,8.7,10.6,17.7,15.5,0.0,1.1,1.3,17.9,8.2,2.7,0.4,1.3,12.0,77.1,77.1,16.0,4.3,0.0,0.0,86.5,22.1,9.2,92.2,14.5,27.8,4.9,4.5,1.44,20.9,1.6,10.2,9.6,21.7,13.3,4.3,2.0,1.2,0.0,59.4,low,155.42748995274985,123.09453688635391,123.06952064617651,132.97899144878062,125.86259116570957,133.87162150750714,100.0,63.06413301662708,74.18424325826348,113,48,014206,2922,48113014206
119,"Census Tract 143.11, Dallas County, Texas",10.3,29.5,6.5,0.0,0.0,0.0,2.5,5.4,59.3,10.5,39.8,73.2,0.9,5.4,69.9,11.6,5.5,15.4,32.9,0.0,4.4,5.6,21.4,2.2,3.2,3.0,7.7,3.1,83.2,83.2,8.2,3.9,0.0,13.4,89.7,0.0,7.5,23.9,0.5,19.8,0.4,4.6,2.81,18.8,7.9,0.0,0.0,26.9,0.0,16.5,2.0,0.0,0.8,16.9,low,171.20744209301859,138.9751298544171,98.72087365153723,133.2109652672696,101.43502701654914,113.24121352691816,100.0,96.9121140142518,92.15073967237416,113,48,014311,2,48113014311
120,"Census Tract 143.12, Dallas County, Texas",5.2,39.6,6.2,0.0,,,4.3,5.5,64.9,8.6,67.7,46.5,5.7,4.5,60.5,8.7,3.4,16.5,26.4,0.0,2.2,6.8,19.0,17.1,15.1,0.8,2.8,25.0,81.5,81.5,8.7,2.9,0.0,0.0,79.0,12.4,20.7,36.8,0.0,10.4,3.1,31.8,2.84,14.0,17.9,1.4,0.0,1.4,47.4,9.4,14.5,0.0,0.8,55.3,low,151.40692248422883,138.34606983616163,130.96430021451306,186.5649435197241,106.45913595502894,102.5355934493416,100.0,83.72921615201899,86.64487786804993,113,48,014312,2924,48113014312
121,"Census Tract 164.12, Dallas County, Texas",9.8,14.0,4.5,0.0,0.0,29.6,7.3,15.2,95.1,0.0,82.3,27.4,5.9,1.7,41.9,18.5,11.8,8.1,4.6,0.4,0.4,1.7,14.3,8.0,21.5,0.0,4.9,9.3,86.5,86.5,8.7,1.7,0.0,7.9,100.0,0.0,0.0,0.0,0.0,0.0,0.6,93.0,3.1,1.5,40.0,0.0,12.6,26.7,0.0,6.7,11.2,3.2,1.4,52.8,low,131.73818240043556,114.65208009956505,136.30207559434493,112.68128233099905,178.18262218022338,104.01506493798942,100.0,111.52019002375296,95.91790827533285,113,48,016412,4310,48113016412
122,"Census Tract 164.13, Dallas County, Texas",15.3,21.1,2.3,12.0,0.0,0.0,6.0,13.1,89.5,0.7,77.6,38.4,1.7,9.1,47.9,8.8,11.7,7.5,9.0,0.0,4.7,5.7,17.5,6.1,23.5,2.4,10.9,7.7,76.7,76.7,7.0,7.6,10.8,45.8,90.9,0.0,12.6,6.3,0.0,1.2,4.0,67.9,3.36,8.0,32.9,0.0,13.3,50.0,0.0,4.4,16.2,1.1,0.0,47.5,low,111.55265986567558,115.06541060147352,115.48008980044172,100.21268958721892,120.05887911608637,145.6046523410891,100.0,110.80760095011877,103.74202768147781,113,48,016413,2936,48113016413
123,"Census Tract 165.20, Dallas County, Texas",25.2,22.2,2.5,9.0,0.0,19.7,14.4,3.6,85.5,0.1,65.7,60.5,1.3,11.3,15.3,13.3,14.2,4.4,8.4,0.0,8.7,9.5,6.0,0.7,17.8,4.5,20.2,0.0,41.6,41.6,24.6,17.6,0.0,31.9,93.0,0.0,8.9,3.8,0.0,0.6,2.6,49.6,3.87,8.2,32.2,26.1,27.6,7.7,0.0,9.7,6.1,0.0,0.1,60.9,high,68.5718634187737,68.52403351596134,68.83399333703743,66.69247281556815,83.24428775653607,179.0365983415057,100.0,129.69121140142522,124.02678169740923,113,48,016520,4897,48113016520
124,"Census Tract 165.21, Dallas County, Texas",20.2,32.3,3.6,8.0,0.0,15.3,5.8,13.6,83.3,2.0,89.9,22.4,4.2,8.8,37.1,15.9,9.3,9.0,11.6,0.0,7.6,7.8,16.5,2.1,11.0,2.0,6.5,3.1,74.0,74.0,13.1,9.7,0.0,14.7,95.5,0.0,7.8,6.8,2.3,2.3,1.7,44.8,2.8,9.1,16.7,14.6,22.6,29.7,3.7,7.1,5.8,0.0,0.7,47.6,high,68.96203416925358,81.7125396623837,108.50135639991043,92.61554703170636,94.59184415206805,141.3511718112266,100.0,99.0498812351544,100.84420567920192,113,48,016521,4311,48113016521
125,"Census Tract 165.23, Dallas County, Texas",6.7,22.3,4.0,0.0,0.0,17.5,6.0,7.4,91.5,0.7,83.6,23.0,4.3,4.0,51.5,12.3,11.7,7.2,13.4,0.4,2.6,7.4,15.8,13.1,29.3,0.4,7.6,16.4,70.0,70.0,9.3,5.8,0.0,21.7,94.6,3.9,0.0,0.4,1.2,0.0,0.0,78.4,2.7,0.7,36.3,8.7,4.0,14.8,10.4,8.2,22.9,0.3,0.4,57.2,low,123.04590157517536,128.19409259630388,113.20279436546544,135.93665763451457,103.94708148578906,97.29579859371393,100.0,97.98099762470311,90.122264270781,113,48,016523,2154,48113016523
126,"Census Tract 166.21, Dallas County, Texas",25.7,19.4,2.5,24.0,10.5,3.1,11.8,9.7,89.9,0.2,89.6,22.6,2.0,8.0,31.3,16.1,11.0,10.2,9.9,0.0,6.8,11.7,12.6,1.8,22.6,0.0,15.6,2.3,58.4,58.4,14.9,21.5,0.0,48.6,88.9,2.6,13.6,0.0,10.9,0.0,0.0,66.1,3.07,4.5,22.8,14.2,23.6,25.5,0.0,6.6,11.9,2.8,0.0,25.7,low,81.87384370665701,89.55856778633091,95.63009192504944,83.0466270190379,100.9152916091202,123.30983893577135,100.0,109.38242280285036,100.84420567920192,113,48,016621,2364,48113016621
127,"Census Tract 166.23, Dallas County, Texas",19.0,17.9,4.7,73.0,3.7,6.0,9.7,5.7,85.1,0.7,89.6,20.1,1.4,7.8,39.3,10.8,8.7,6.5,15.3,0.0,1.1,2.6,15.4,2.7,18.6,0.7,11.9,3.3,67.3,67.3,6.1,6.1,11.5,9.4,94.6,0.0,14.6,0.0,7.9,0.0,0.0,82.7,3.2,3.2,36.0,6.5,19.7,26.2,0.0,9.3,7.8,0.0,0.4,29.6,low,93.03892855979294,88.6793340432361,97.35030075924853,96.26913467290707,104.72668459693244,139.89224853769892,100.0,121.14014251781471,108.08876068489172,113,48,016623,5204,48113016623
128,"Census Tract 176.05, Dallas County, Texas",23.4,21.9,4.1,80.0,10.9,5.9,17.8,7.2,91.7,0.3,71.4,54.5,0.1,7.4,23.2,17.0,9.0,7.3,4.8,0.0,8.3,11.3,14.5,2.2,16.0,0.5,18.0,2.0,46.3,46.3,24.8,19.6,18.3,27.0,92.7,0.0,14.6,2.9,0.0,0.0,0.0,73.1,3.37,7.5,29.2,61.9,23.0,0.9,4.0,8.9,8.8,0.0,0.0,69.5,low,83.47586930465384,78.40589564711574,78.5119162091169,56.89157898441074,99.70257565845266,77.52841564816951,100.0,123.63420427553444,115.3333156905815,113,48,017605,5165,48113017605
129,"Census Tract 176.06, Dallas County, Texas",25.7,15.4,4.6,31.0,0.0,10.6,22.8,5.7,90.6,0.3,66.1,56.8,1.7,4.0,22.0,18.7,12.0,7.9,9.4,0.0,2.6,12.9,10.8,0.0,15.7,1.6,19.9,0.0,30.2,30.2,31.1,18.8,0.0,44.7,81.0,14.4,15.3,0.0,0.0,0.0,0.0,75.1,4.23,3.5,45.1,34.1,36.7,15.5,0.0,6.9,6.0,0.7,0.7,68.0,low,57.61349154602448,55.91382750159517,71.32806305599819,75.39149100890312,90.78045116425577,104.11780601358996,100.0,142.16152019002374,125.18591049831959,113,48,017606,1300,48113017606
130,"Census Tract 181.33, Dallas County, Texas",16.8,19.7,9.4,51.0,37.0,39.5,7.5,9.5,74.7,0.3,90.2,19.8,12.8,9.6,31.9,12.8,20.4,8.9,10.0,0.0,0.5,2.6,34.0,4.3,27.3,1.1,3.1,5.4,62.7,62.7,21.1,2.6,0.0,9.6,92.3,0.0,7.3,0.0,0.9,1.1,0.0,77.3,2.51,11.9,19.2,16.7,36.1,28.8,3.1,6.0,18.4,0.0,0.0,69.9,low,105.07995966731742,81.1251752649348,120.75493071072977,79.62501319632617,137.470015264956,77.89828352033147,100.0,102.25653206650831,86.93466006827751,113,48,018133,3988,48113018133
131,"Census Tract 181.34, Dallas County, Texas",10.8,18.5,1.9,47.0,52.1,0.0,5.3,9.5,84.7,0.0,86.6,19.8,9.4,4.6,44.0,10.3,12.5,7.3,10.9,0.0,0.0,3.3,24.2,2.0,16.3,2.2,10.4,2.5,70.3,70.3,11.1,2.8,0.0,20.5,94.8,0.0,17.7,0.0,3.4,0.0,1.7,90.0,2.83,6.2,24.5,5.2,27.0,28.2,0.6,8.3,12.4,0.7,0.6,78.0,low,117.95817834540804,116.10961397471605,103.32208264707792,90.93373684766159,128.28802306704466,114.22752785268337,100.0,104.0380047505938,95.04856167465007,113,48,018134,4274,48113018134
132,"Census Tract 181.35, Dallas County, Texas",19.3,23.7,5.5,57.0,0.0,0.0,5.5,8.5,85.9,0.0,83.7,25.0,2.4,15.1,37.9,13.1,11.2,6.2,12.2,0.0,3.2,7.0,11.6,11.3,15.2,4.0,7.0,14.8,68.0,68.0,15.6,7.6,9.0,20.1,93.3,4.5,5.3,0.0,0.7,0.0,0.0,73.6,3.1,1.4,20.5,15.6,19.5,22.5,0.0,7.2,10.9,0.4,1.1,68.2,low,103.15494503746643,122.16091755090271,108.96054493695273,92.09360594010627,119.27927600494291,82.3161497711548,100.0,113.30166270783847,105.19093868261578,113,48,018135,1301,48113018135
