,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
3594,6,081,601000,1400000US06081601000,6081601000,6010.0,CT,2679862,1452216
3595,6,081,601603,1400000US06081601603,6081601603,6016.03,CT,1180418,0
3596,6,081,601901,1400000US06081601901,6081601901,6019.01,CT,887843,0
3597,6,081,602100,1400000US06081602100,6081602100,6021.0,CT,480480,0
3598,6,081,602200,1400000US06081602200,6081602200,6022.0,CT,935217,0
3610,6,081,602300,1400000US06081602300,6081602300,6023.0,CT,10130501,3294288
3611,6,081,602600,1400000US06081602600,6081602600,6026.0,CT,1424081,0
4016,6,075,16700,1400000US06075016700,6075016700,167.0,CT,490697,0
4020,6,075,15900,1400000US06075015900,6075015900,159.0,CT,296386,0
4021,6,075,61200,1400000US06075061200,6075061200,612.0,CT,434742,0
4249,6,075,11100,1400000US06075011100,6075011100,111.0,CT,247102,0
4250,6,075,11300,1400000US06075011300,6075011300,113.0,CT,102299,0
4252,6,075,16500,1400000US06075016500,6075016500,165.0,CT,370453,0
4278,6,075,12902,1400000US06075012902,6075012902,129.02,CT,352886,0
4300,6,075,26001,1400000US06075026001,6075026001,260.01,CT,407294,0
4304,6,075,25402,1400000US06075025402,6075025402,254.02,CT,300169,0
4305,6,075,25600,1400000US06075025600,6075025600,256.0,CT,562530,0
4318,6,081,612900,1400000US06081612900,6081612900,6129.0,CT,1580660,0
4335,6,075,26200,1400000US06075026200,6075026200,262.0,CT,774532,0
4336,6,075,26302,1400000US06075026302,6075026302,263.02,CT,760317,0
4337,6,075,26401,1400000US06075026401,6075026401,264.01,CT,341043,0
4338,6,075,30102,1400000US06075030102,6075030102,301.02,CT,1260212,14870
4339,6,075,30301,1400000US06075030301,6075030301,303.01,CT,752520,0
4350,6,075,21700,1400000US06075021700,6075021700,217.0,CT,1229617,0
4351,6,075,22801,1400000US06075022801,6075022801,228.01,CT,578057,0
4352,6,075,22803,1400000US06075022803,6075022803,228.03,CT,282080,0
4353,6,075,22903,1400000US06075022903,6075022903,229.03,CT,309622,0
4354,6,075,23102,1400000US06075023102,6075023102,231.02,CT,499233,0
4355,6,075,25300,1400000US06075025300,6075025300,253.0,CT,383005,0
4527,6,075,10500,1400000US06075010500,6075010500,105.0,CT,683606,494314
4528,6,075,10600,1400000US06075010600,6075010600,106.0,CT,187223,0
4698,6,081,610601,1400000US06081610601,6081610601,6106.01,CT,925056,0
4699,6,081,610602,1400000US06081610602,6081610602,6106.02,CT,1092275,0
4700,6,081,610800,1400000US06081610800,6081610800,6108.0,CT,501698,0
4701,6,081,611100,1400000US06081611100,6081611100,6111.0,CT,3325320,10047
4702,6,081,611500,1400000US06081611500,6081611500,6115.0,CT,4186774,0
4703,6,081,611600,1400000US06081611600,6081611600,6116.0,CT,839266,0
4704,6,081,611800,1400000US06081611800,6081611800,6118.0,CT,4542988,1540578
4705,6,081,612600,1400000US06081612600,6081612600,6126.0,CT,1302567,0
4713,6,081,610202,1400000US06081610202,6081610202,6102.02,CT,1708990,22375
4714,6,081,610303,1400000US06081610303,6081610303,6103.03,CT,3457171,1538235
4774,6,081,612700,1400000US06081612700,6081612700,6127.0,CT,1275410,0
4795,6,081,605700,1400000US06081605700,6081605700,6057.0,CT,8029736,0
4804,6,075,11901,1400000US06075011901,6075011901,119.01,CT,62294,0
4805,6,075,12202,1400000US06075012202,6075012202,122.02,CT,92823,0
4806,6,075,12302,1400000US06075012302,6075012302,123.02,CT,92649,0
4807,6,075,12502,1400000US06075012502,6075012502,125.02,CT,61276,0
4808,6,075,12901,1400000US06075012901,6075012901,129.01,CT,180870,0
4818,6,081,613200,1400000US06081613200,6081613200,6132.0,CT,39978040,143549
4819,6,081,613501,1400000US06081613501,6081613501,6135.01,CT,84806512,5409390
4820,6,081,613600,1400000US06081613600,6081613600,6136.0,CT,20786622,6123027
4889,6,081,601605,1400000US06081601605,6081601605,6016.05,CT,944261,0
4890,6,081,603900,1400000US06081603900,6081603900,6039.0,CT,1985252,0
4891,6,081,604101,1400000US06081604101,6081604101,6041.01,CT,1111167,0
4892,6,081,604102,1400000US06081604102,6081604102,6041.02,CT,2291425,0
4895,6,081,607000,1400000US06081607000,6081607000,6070.0,CT,2266079,0
4896,6,081,607400,1400000US06081607400,6081607400,6074.0,CT,1133446,0
4897,6,081,607701,1400000US06081607701,6081607701,6077.01,CT,1236079,0
4906,6,081,613700,1400000US06081613700,6081613700,6137.0,CT,110054261,6752508
4907,6,081,604600,1400000US06081604600,6081604600,6046.0,CT,1417606,0
4908,6,081,604900,1400000US06081604900,6081604900,6049.0,CT,1533203,0
4909,6,081,605100,1400000US06081605100,6081605100,6051.0,CT,2665968,1653163
4910,6,081,605200,1400000US06081605200,6081605200,6052.0,CT,942082,0
4911,6,081,605600,1400000US06081605600,6081605600,6056.0,CT,8633560,0
4916,6,081,984300,1400000US06081984300,6081984300,9843.0,CT,7920265,3591281
4944,6,081,601502,1400000US06081601502,6081601502,6015.02,CT,816586,0
5038,6,081,600200,1400000US06081600200,6081600200,6002.0,CT,1158757,0
5039,6,081,600300,1400000US06081600300,6081600300,6003.0,CT,2183129,0
5040,6,081,600600,1400000US06081600600,6081600600,6006.0,CT,769391,0
5041,6,081,600700,1400000US06081600700,6081600700,6007.0,CT,804173,0
5060,6,081,601601,1400000US06081601601,6081601601,6016.01,CT,6510241,0
5096,6,075,33201,1400000US06075033201,6075033201,332.01,CT,970828,0
5097,6,075,35100,1400000US06075035100,6075035100,351.0,CT,925693,0
5110,6,075,35300,1400000US06075035300,6075035300,353.0,CT,1126337,0
5111,6,075,42601,1400000US06075042601,6075042601,426.01,CT,293133,0
5112,6,075,42800,1400000US06075042800,6075042800,428.0,CT,551507,302821
5113,6,075,47600,1400000US06075047600,6075047600,476.0,CT,531174,0
5114,6,075,47802,1400000US06075047802,6075047802,478.02,CT,339448,0
5115,6,075,60100,1400000US06075060100,6075060100,601.0,CT,6108835,20314176
5116,6,075,60502,1400000US06075060502,6075060502,605.02,CT,276333,0
5117,6,075,61400,1400000US06075061400,6075061400,614.0,CT,797744,0
5118,6,075,61500,1400000US06075061500,6075061500,615.0,CT,1660735,451319
5119,6,075,980300,1400000US06075980300,6075980300,9803.0,CT,4341948,409466
5120,6,075,980501,1400000US06075980501,6075980501,9805.01,CT,1577313,9769
5152,6,081,607900,1400000US06081607900,6081607900,6079.0,CT,1303944,286304
5153,6,081,608002,1400000US06081608002,6081608002,6080.02,CT,850705,302827
